r_ijk_x   r_ijk_y   r_ijk_z
-6.31807e+06 726516 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.35471e+06 222228 -222228
-6.37092e+06 67525.9 -67525.9
-6.3466e+06 531631 -67525.9
-6.3466e+06 67525.9 -531631
-6.34515e+06 313436 -313436
-6.35949e+06 39811.5 -313436
-6.35949e+06 313436 -39811.5
-6.35471e+06 -222228 -222228
-6.37092e+06 -67525.9 -67525.9
-6.3466e+06 -67525.9 -531631
-6.3466e+06 -531631 -67525.9
-6.34515e+06 -313436 -313436
-6.35949e+06 -313436 -39811.5
-6.35949e+06 -39811.5 -313436
-6.35471e+06 -222228 222228
-6.37092e+06 -67525.9 67525.9
-6.3466e+06 -531631 67525.9
-6.3466e+06 -67525.9 531631
-6.34515e+06 -313436 313436
-6.35949e+06 -39811.5 313436
-6.35949e+06 -313436 39811.5
-6.35471e+06 222228 222228
-6.37092e+06 67525.9 67525.9
-6.3466e+06 67525.9 531631
-6.3466e+06 531631 67525.9
-6.34515e+06 313436 313436
-6.35949e+06 313436 39811.5
-6.35949e+06 39811.5 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.35471e+06 -222228 -222228
-6.3466e+06 -531631 -67525.9
-6.37092e+06 -67525.9 -67525.9
-6.3466e+06 -67525.9 -531631
-6.35949e+06 -39811.5 -313436
-6.34515e+06 -313436 -313436
-6.35949e+06 -313436 -39811.5
-6.32977e+06 -458960 -444455
-6.33902e+06 -603564 -135052
-6.33902e+06 -139459 -599157
-6.31126e+06 -633856 -599157
-6.32431e+06 -373705 -626871
-6.32431e+06 -647329 -353247
-6.34068e+06 -355846 -353247
-6.29495e+06 -900980 -222228
-6.32844e+06 -737876 -67525.9
-6.30068e+06 -768169 -531631
-6.25574e+06 -1.1969e+06 -67525.9
-6.27521e+06 -997142 -313436
-6.29158e+06 -979282 -39811.5
-6.31807e+06 -726516 -313436
-6.29495e+06 -900980 222228
-6.32844e+06 -737876 67525.9
-6.25574e+06 -1.1969e+06 67525.9
-6.30068e+06 -768169 531631
-6.27521e+06 -997142 313436
-6.31807e+06 -726516 313436
-6.29158e+06 -979282 39811.5
-6.32977e+06 -458960 444455
-6.33902e+06 -603564 135052
-6.31126e+06 -633856 599157
-6.33902e+06 -139459 599157
-6.32431e+06 -373705 626871
-6.34068e+06 -355846 353247
-6.32431e+06 -647329 353247
-6.35471e+06 -222228 222228
-6.3466e+06 -531631 67525.9
-6.3466e+06 -67525.9 531631
-6.37092e+06 -67525.9 67525.9
-6.35949e+06 -39811.5 313436
-6.35949e+06 -313436 39811.5
-6.34515e+06 -313436 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.29495e+06 -900980 -222228
-6.25574e+06 -1.1969e+06 -67525.9
-6.32844e+06 -737876 -67525.9
-6.30068e+06 -768169 -531631
-6.31807e+06 -726516 -313436
-6.27521e+06 -997142 -313436
-6.29158e+06 -979282 -39811.5
-6.24194e+06 -1.14924e+06 -444455
-6.23963e+06 -1.27233e+06 -135052
-6.28457e+06 -843605 -599157
-6.20163e+06 -1.33178e+06 -599157
-6.2433e+06 -1.07667e+06 -626871
-6.21681e+06 -1.32944e+06 -353247
-6.26571e+06 -1.04162e+06 -353247
-6.16283e+06 -1.56948e+06 -222228
-6.21559e+06 -1.40003e+06 -67525.9
-6.17759e+06 -1.45948e+06 -531631
-6.09531e+06 -1.84893e+06 -67525.9
-6.13172e+06 -1.66938e+06 -313436
-6.15413e+06 -1.63433e+06 -39811.5
-6.20264e+06 -1.40472e+06 -313436
-6.16283e+06 -1.56948e+06 222228
-6.21559e+06 -1.40003e+06 67525.9
-6.09531e+06 -1.84893e+06 67525.9
-6.17759e+06 -1.45948e+06 531631
-6.13172e+06 -1.66938e+06 313436
-6.20264e+06 -1.40472e+06 313436
-6.15413e+06 -1.63433e+06 39811.5
-6.24194e+06 -1.14924e+06 444455
-6.23963e+06 -1.27233e+06 135052
-6.20163e+06 -1.33178e+06 599157
-6.28457e+06 -843605 599157
-6.2433e+06 -1.07667e+06 626871
-6.26571e+06 -1.04162e+06 353247
-6.21681e+06 -1.32944e+06 353247
-6.29495e+06 -900980 222228
-6.25574e+06 -1.1969e+06 67525.9
-6.30068e+06 -768169 531631
-6.32844e+06 -737876 67525.9
-6.31807e+06 -726516 313436
-6.29158e+06 -979282 39811.5
-6.27521e+06 -997142 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.16283e+06 -1.56948e+06 -222228
-6.09531e+06 -1.84893e+06 -67525.9
-6.21559e+06 -1.40003e+06 -67525.9
-6.17759e+06 -1.45948e+06 -531631
-6.20264e+06 -1.40472e+06 -313436
-6.13172e+06 -1.66938e+06 -313436
-6.15413e+06 -1.63433e+06 -39811.5
-6.07899e+06 -1.82578e+06 -444455
-6.06984e+06 -1.92681e+06 -135052
-6.15211e+06 -1.53736e+06 -599157
-6.01503e+06 -2.01318e+06 -599157
-6.08439e+06 -1.76622e+06 -626871
-6.03588e+06 -1.99583e+06 -353247
-6.1167e+06 -1.7153e+06 -353247
-5.95985e+06 -2.22002e+06 -222228
-6.03363e+06 -2.0466e+06 -67525.9
-5.97883e+06 -2.13297e+06 -531631
-5.86708e+06 -2.48048e+06 -67525.9
-5.91635e+06 -2.32226e+06 -313436
-5.94866e+06 -2.27134e+06 -39811.5
-6.01454e+06 -2.06646e+06 -313436
-5.95985e+06 -2.22002e+06 222228
-6.03363e+06 -2.0466e+06 67525.9
-5.86708e+06 -2.48048e+06 67525.9
-5.97883e+06 -2.13297e+06 531631
-5.91635e+06 -2.32226e+06 313436
-6.01454e+06 -2.06646e+06 313436
-5.94866e+06 -2.27134e+06 39811.5
-6.07899e+06 -1.82578e+06 444455
-6.06984e+06 -1.92681e+06 135052
-6.01503e+06 -2.01318e+06 599157
-6.15211e+06 -1.53736e+06 599157
-6.08439e+06 -1.76622e+06 626871
-6.1167e+06 -1.7153e+06 353247
-6.03588e+06 -1.99583e+06 353247
-6.16283e+06 -1.56948e+06 222228
-6.09531e+06 -1.84893e+06 67525.9
-6.17759e+06 -1.45948e+06 531631
-6.21559e+06 -1.40003e+06 67525.9
-6.20264e+06 -1.40472e+06 313436
-6.15413e+06 -1.63433e+06 39811.5
-6.13172e+06 -1.66938e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.95985e+06 -2.22002e+06 -222228
-5.86708e+06 -2.48048e+06 -67525.9
-6.03363e+06 -2.0466e+06 -67525.9
-5.97883e+06 -2.13297e+06 -531631
-6.01454e+06 -2.06646e+06 -313436
-5.91635e+06 -2.32226e+06 -313436
-5.94866e+06 -2.27134e+06 -39811.5
-5.84287e+06 -2.48043e+06 -444455
-5.83154e+06 -2.55961e+06 -135052
-5.94328e+06 -2.2121e+06 -599157
-5.75378e+06 -2.66959e+06 -599157
-5.84955e+06 -2.43375e+06 -626871
-5.78367e+06 -2.63863e+06 -353247
-5.89539e+06 -2.36891e+06 -353247
-5.68833e+06 -2.84511e+06 -222228
-5.78458e+06 -2.67042e+06 -67525.9
-5.70683e+06 -2.7804e+06 -531631
-5.57359e+06 -3.0845e+06 -67525.9
-5.63159e+06 -2.9481e+06 -313436
-5.67743e+06 -2.88326e+06 -39811.5
-5.75598e+06 -2.70396e+06 -313436
-5.68833e+06 -2.84511e+06 222228
-5.78458e+06 -2.67042e+06 67525.9
-5.57359e+06 -3.0845e+06 67525.9
-5.70683e+06 -2.7804e+06 531631
-5.63159e+06 -2.9481e+06 313436
-5.75598e+06 -2.70396e+06 313436
-5.67743e+06 -2.88326e+06 39811.5
-5.84287e+06 -2.48043e+06 444455
-5.83154e+06 -2.55961e+06 135052
-5.75378e+06 -2.66959e+06 599157
-5.94328e+06 -2.2121e+06 599157
-5.84955e+06 -2.43375e+06 626871
-5.89539e+06 -2.36891e+06 353247
-5.78367e+06 -2.63863e+06 353247
-5.95985e+06 -2.22002e+06 222228
-5.86708e+06 -2.48048e+06 67525.9
-5.97883e+06 -2.13297e+06 531631
-6.03363e+06 -2.0466e+06 67525.9
-6.01454e+06 -2.06646e+06 313436
-5.94866e+06 -2.27134e+06 39811.5
-5.91635e+06 -2.32226e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.68833e+06 -2.84511e+06 -222228
-5.57359e+06 -3.0845e+06 -67525.9
-5.78458e+06 -2.67042e+06 -67525.9
-5.70683e+06 -2.7804e+06 -531631
-5.75598e+06 -2.70396e+06 -313436
-5.63159e+06 -2.9481e+06 -313436
-5.67743e+06 -2.88326e+06 -39811.5
-5.53641e+06 -3.10529e+06 -444455
-5.52743e+06 -3.16356e+06 -135052
-5.66066e+06 -2.85946e+06 -599157
-5.42114e+06 -3.29284e+06 -599157
-5.54171e+06 -3.07093e+06 -626871
-5.46315e+06 -3.25022e+06 -353247
-5.60437e+06 -2.99471e+06 -353247
-5.35141e+06 -3.43754e+06 -222228
-5.47122e+06 -3.26452e+06 -67525.9
-5.36493e+06 -3.3938e+06 -531631
-5.2181e+06 -3.65429e+06 -67525.9
-5.28078e+06 -3.53954e+06 -313436
-5.34345e+06 -3.46332e+06 -39811.5
-5.43001e+06 -3.30975e+06 -313436
-5.35141e+06 -3.43754e+06 222228
-5.47122e+06 -3.26452e+06 67525.9
-5.2181e+06 -3.65429e+06 67525.9
-5.36493e+06 -3.3938e+06 531631
-5.28078e+06 -3.53954e+06 313436
-5.43001e+06 -3.30975e+06 313436
-5.34345e+06 -3.46332e+06 39811.5
-5.53641e+06 -3.10529e+06 444455
-5.52743e+06 -3.16356e+06 135052
-5.42114e+06 -3.29284e+06 599157
-5.66066e+06 -2.85946e+06 599157
-5.54171e+06 -3.07093e+06 626871
-5.60437e+06 -2.99471e+06 353247
-5.46315e+06 -3.25022e+06 353247
-5.68833e+06 -2.84511e+06 222228
-5.57359e+06 -3.0845e+06 67525.9
-5.70683e+06 -2.7804e+06 531631
-5.78458e+06 -2.67042e+06 67525.9
-5.75598e+06 -2.70396e+06 313436
-5.67743e+06 -2.88326e+06 39811.5
-5.63159e+06 -2.9481e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.35141e+06 -3.43754e+06 -222228
-5.2181e+06 -3.65429e+06 -67525.9
-5.47122e+06 -3.26452e+06 -67525.9
-5.36493e+06 -3.3938e+06 -531631
-5.43001e+06 -3.30975e+06 -313436
-5.28078e+06 -3.53954e+06 -313436
-5.34345e+06 -3.46332e+06 -39811.5
-5.16331e+06 -3.69281e+06 -444455
-5.16094e+06 -3.73185e+06 -135052
-5.30777e+06 -3.47137e+06 -599157
-5.02122e+06 -3.87522e+06 -599157
-5.16471e+06 -3.6698e+06 -626871
-5.07814e+06 -3.82337e+06 -353247
-5.24708e+06 -3.58527e+06 -353247
-4.95296e+06 -3.99048e+06 -222228
-5.09703e+06 -3.8223e+06 -67525.9
-4.95731e+06 -3.96567e+06 -531631
-4.80456e+06 -4.18347e+06 -67525.9
-4.86803e+06 -4.08963e+06 -313436
-4.9504e+06 -4.00511e+06 -39811.5
-5.04046e+06 -3.8767e+06 -313436
-4.95296e+06 -3.99048e+06 222228
-5.09703e+06 -3.8223e+06 67525.9
-4.80456e+06 -4.18347e+06 67525.9
-4.95731e+06 -3.96567e+06 531631
-4.86803e+06 -4.08963e+06 313436
-5.04046e+06 -3.8767e+06 313436
-4.9504e+06 -4.00511e+06 39811.5
-5.16331e+06 -3.69281e+06 444455
-5.16094e+06 -3.73185e+06 135052
-5.02122e+06 -3.87522e+06 599157
-5.30777e+06 -3.47137e+06 599157
-5.16471e+06 -3.6698e+06 626871
-5.24708e+06 -3.58527e+06 353247
-5.07814e+06 -3.82337e+06 353247
-5.35141e+06 -3.43754e+06 222228
-5.2181e+06 -3.65429e+06 67525.9
-5.36493e+06 -3.3938e+06 531631
-5.47122e+06 -3.26452e+06 67525.9
-5.43001e+06 -3.30975e+06 313436
-5.34345e+06 -3.46332e+06 39811.5
-5.28078e+06 -3.53954e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-4.95296e+06 -3.99048e+06 -222228
-4.80456e+06 -4.18347e+06 -67525.9
-5.09703e+06 -3.8223e+06 -67525.9
-4.95731e+06 -3.96567e+06 -531631
-5.04046e+06 -3.8767e+06 -313436
-4.86803e+06 -4.08963e+06 -313436
-4.9504e+06 -4.00511e+06 -39811.5
-4.72807e+06 -4.23592e+06 -444455
-4.73622e+06 -4.25805e+06 -135052
-4.88897e+06 -4.04025e+06 -599157
-4.55901e+06 -4.40947e+06 -599157
-4.72326e+06 -4.22288e+06 -626871
-4.6332e+06 -4.35129e+06 -353247
-4.82774e+06 -4.1336e+06 -353247
-4.49757e+06 -4.49757e+06 -222228
-4.66618e+06 -4.33756e+06 -67525.9
-4.48897e+06 -4.48897e+06 -531631
-4.33756e+06 -4.66618e+06 -67525.9
-4.39816e+06 -4.59191e+06 -313436
-4.50264e+06 -4.50264e+06 -39811.5
-4.59191e+06 -4.39816e+06 -313436
-4.49757e+06 -4.49757e+06 222228
-4.66618e+06 -4.33756e+06 67525.9
-4.33756e+06 -4.66618e+06 67525.9
-4.48897e+06 -4.48897e+06 531631
-4.39816e+06 -4.59191e+06 313436
-4.59191e+06 -4.39816e+06 313436
-4.50264e+06 -4.50264e+06 39811.5
-4.72807e+06 -4.23592e+06 444455
-4.73622e+06 -4.25805e+06 135052
-4.55901e+06 -4.40947e+06 599157
-4.88897e+06 -4.04025e+06 599157
-4.72326e+06 -4.22288e+06 626871
-4.82774e+06 -4.1336e+06 353247
-4.6332e+06 -4.35129e+06 353247
-4.95296e+06 -3.99048e+06 222228
-4.80456e+06 -4.18347e+06 67525.9
-4.95731e+06 -3.96567e+06 531631
-5.09703e+06 -3.8223e+06 67525.9
-5.04046e+06 -3.8767e+06 313436
-4.9504e+06 -4.00511e+06 39811.5
-4.86803e+06 -4.08963e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-4.49757e+06 -4.49757e+06 -222228
-4.33756e+06 -4.66618e+06 -67525.9
-4.66618e+06 -4.33756e+06 -67525.9
-4.48897e+06 -4.48897e+06 -531631
-4.59191e+06 -4.39816e+06 -313436
-4.39816e+06 -4.59191e+06 -313436
-4.50264e+06 -4.50264e+06 -39811.5
-4.23592e+06 -4.72807e+06 -444455
-4.25805e+06 -4.73622e+06 -135052
-4.40947e+06 -4.55901e+06 -599157
-4.04025e+06 -4.88897e+06 -599157
-4.22288e+06 -4.72326e+06 -626871
-4.1336e+06 -4.82774e+06 -353247
-4.35129e+06 -4.6332e+06 -353247
-3.99048e+06 -4.95296e+06 -222228
-4.18347e+06 -4.80456e+06 -67525.9
-3.96567e+06 -4.95731e+06 -531631
-3.8223e+06 -5.09703e+06 -67525.9
-3.8767e+06 -5.04046e+06 -313436
-4.00511e+06 -4.9504e+06 -39811.5
-4.08963e+06 -4.86803e+06 -313436
-3.99048e+06 -4.95296e+06 222228
-4.18347e+06 -4.80456e+06 67525.9
-3.8223e+06 -5.09703e+06 67525.9
-3.96567e+06 -4.95731e+06 531631
-3.8767e+06 -5.04046e+06 313436
-4.08963e+06 -4.86803e+06 313436
-4.00511e+06 -4.9504e+06 39811.5
-4.23592e+06 -4.72807e+06 444455
-4.25805e+06 -4.73622e+06 135052
-4.04025e+06 -4.88897e+06 599157
-4.40947e+06 -4.55901e+06 599157
-4.22288e+06 -4.72326e+06 626871
-4.35129e+06 -4.6332e+06 353247
-4.1336e+06 -4.82774e+06 353247
-4.49757e+06 -4.49757e+06 222228
-4.33756e+06 -4.66618e+06 67525.9
-4.48897e+06 -4.48897e+06 531631
-4.66618e+06 -4.33756e+06 67525.9
-4.59191e+06 -4.39816e+06 313436
-4.50264e+06 -4.50264e+06 39811.5
-4.39816e+06 -4.59191e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-3.99048e+06 -4.95296e+06 -222228
-3.8223e+06 -5.09703e+06 -67525.9
-4.18347e+06 -4.80456e+06 -67525.9
-3.96567e+06 -4.95731e+06 -531631
-4.08963e+06 -4.86803e+06 -313436
-3.8767e+06 -5.04046e+06 -313436
-4.00511e+06 -4.9504e+06 -39811.5
-3.69281e+06 -5.16331e+06 -444455
-3.73185e+06 -5.16094e+06 -135052
-3.87522e+06 -5.02122e+06 -599157
-3.47137e+06 -5.30777e+06 -599157
-3.6698e+06 -5.16471e+06 -626871
-3.58527e+06 -5.24708e+06 -353247
-3.82337e+06 -5.07814e+06 -353247
-3.43754e+06 -5.35141e+06 -222228
-3.65429e+06 -5.2181e+06 -67525.9
-3.3938e+06 -5.36493e+06 -531631
-3.26452e+06 -5.47122e+06 -67525.9
-3.30975e+06 -5.43001e+06 -313436
-3.46332e+06 -5.34345e+06 -39811.5
-3.53954e+06 -5.28078e+06 -313436
-3.43754e+06 -5.35141e+06 222228
-3.65429e+06 -5.2181e+06 67525.9
-3.26452e+06 -5.47122e+06 67525.9
-3.3938e+06 -5.36493e+06 531631
-3.30975e+06 -5.43001e+06 313436
-3.53954e+06 -5.28078e+06 313436
-3.46332e+06 -5.34345e+06 39811.5
-3.69281e+06 -5.16331e+06 444455
-3.73185e+06 -5.16094e+06 135052
-3.47137e+06 -5.30777e+06 599157
-3.87522e+06 -5.02122e+06 599157
-3.6698e+06 -5.16471e+06 626871
-3.82337e+06 -5.07814e+06 353247
-3.58527e+06 -5.24708e+06 353247
-3.99048e+06 -4.95296e+06 222228
-3.8223e+06 -5.09703e+06 67525.9
-3.96567e+06 -4.95731e+06 531631
-4.18347e+06 -4.80456e+06 67525.9
-4.08963e+06 -4.86803e+06 313436
-4.00511e+06 -4.9504e+06 39811.5
-3.8767e+06 -5.04046e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-3.43754e+06 -5.35141e+06 -222228
-3.26452e+06 -5.47122e+06 -67525.9
-3.65429e+06 -5.2181e+06 -67525.9
-3.3938e+06 -5.36493e+06 -531631
-3.53954e+06 -5.28078e+06 -313436
-3.30975e+06 -5.43001e+06 -313436
-3.46332e+06 -5.34345e+06 -39811.5
-3.10529e+06 -5.53641e+06 -444455
-3.16356e+06 -5.52743e+06 -135052
-3.29284e+06 -5.42114e+06 -599157
-2.85946e+06 -5.66066e+06 -599157
-3.07093e+06 -5.54171e+06 -626871
-2.99471e+06 -5.60437e+06 -353247
-3.25022e+06 -5.46315e+06 -353247
-2.84511e+06 -5.68833e+06 -222228
-3.0845e+06 -5.57359e+06 -67525.9
-2.7804e+06 -5.70683e+06 -531631
-2.67042e+06 -5.78458e+06 -67525.9
-2.70396e+06 -5.75598e+06 -313436
-2.88326e+06 -5.67743e+06 -39811.5
-2.9481e+06 -5.63159e+06 -313436
-2.84511e+06 -5.68833e+06 222228
-3.0845e+06 -5.57359e+06 67525.9
-2.67042e+06 -5.78458e+06 67525.9
-2.7804e+06 -5.70683e+06 531631
-2.70396e+06 -5.75598e+06 313436
-2.9481e+06 -5.63159e+06 313436
-2.88326e+06 -5.67743e+06 39811.5
-3.10529e+06 -5.53641e+06 444455
-3.16356e+06 -5.52743e+06 135052
-2.85946e+06 -5.66066e+06 599157
-3.29284e+06 -5.42114e+06 599157
-3.07093e+06 -5.54171e+06 626871
-3.25022e+06 -5.46315e+06 353247
-2.99471e+06 -5.60437e+06 353247
-3.43754e+06 -5.35141e+06 222228
-3.26452e+06 -5.47122e+06 67525.9
-3.3938e+06 -5.36493e+06 531631
-3.65429e+06 -5.2181e+06 67525.9
-3.53954e+06 -5.28078e+06 313436
-3.46332e+06 -5.34345e+06 39811.5
-3.30975e+06 -5.43001e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-2.84511e+06 -5.68833e+06 -222228
-2.67042e+06 -5.78458e+06 -67525.9
-3.0845e+06 -5.57359e+06 -67525.9
-2.7804e+06 -5.70683e+06 -531631
-2.9481e+06 -5.63159e+06 -313436
-2.70396e+06 -5.75598e+06 -313436
-2.88326e+06 -5.67743e+06 -39811.5
-2.48043e+06 -5.84287e+06 -444455
-2.55961e+06 -5.83154e+06 -135052
-2.66959e+06 -5.75378e+06 -599157
-2.2121e+06 -5.94328e+06 -599157
-2.43375e+06 -5.84955e+06 -626871
-2.36891e+06 -5.89539e+06 -353247
-2.63863e+06 -5.78367e+06 -353247
-2.22002e+06 -5.95985e+06 -222228
-2.48048e+06 -5.86708e+06 -67525.9
-2.13297e+06 -5.97883e+06 -531631
-2.0466e+06 -6.03363e+06 -67525.9
-2.06646e+06 -6.01454e+06 -313436
-2.27134e+06 -5.94866e+06 -39811.5
-2.32226e+06 -5.91635e+06 -313436
-2.22002e+06 -5.95985e+06 222228
-2.48048e+06 -5.86708e+06 67525.9
-2.0466e+06 -6.03363e+06 67525.9
-2.13297e+06 -5.97883e+06 531631
-2.06646e+06 -6.01454e+06 313436
-2.32226e+06 -5.91635e+06 313436
-2.27134e+06 -5.94866e+06 39811.5
-2.48043e+06 -5.84287e+06 444455
-2.55961e+06 -5.83154e+06 135052
-2.2121e+06 -5.94328e+06 599157
-2.66959e+06 -5.75378e+06 599157
-2.43375e+06 -5.84955e+06 626871
-2.63863e+06 -5.78367e+06 353247
-2.36891e+06 -5.89539e+06 353247
-2.84511e+06 -5.68833e+06 222228
-2.67042e+06 -5.78458e+06 67525.9
-2.7804e+06 -5.70683e+06 531631
-3.0845e+06 -5.57359e+06 67525.9
-2.9481e+06 -5.63159e+06 313436
-2.88326e+06 -5.67743e+06 39811.5
-2.70396e+06 -5.75598e+06 313436
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-2.22002e+06 -5.95985e+06 -222228
-2.0466e+06 -6.03363e+06 -67525.9
-2.48048e+06 -5.86708e+06 -67525.9
-2.13297e+06 -5.97883e+06 -531631
-2.32226e+06 -5.91635e+06 -313436
-2.06646e+06 -6.01454e+06 -313436
-2.27134e+06 -5.94866e+06 -39811.5
-1.82578e+06 -6.07899e+06 -444455
-1.92681e+06 -6.06984e+06 -135052
-2.01318e+06 -6.01503e+06 -599157
-1.53736e+06 -6.15211e+06 -599157
-1.76622e+06 -6.08439e+06 -626871
-1.7153e+06 -6.1167e+06 -353247
-1.99583e+06 -6.03588e+06 -353247
-1.56948e+06 -6.16283e+06 -222228
-1.84893e+06 -6.09531e+06 -67525.9
-1.45948e+06 -6.17759e+06 -531631
-1.40003e+06 -6.21559e+06 -67525.9
-1.40472e+06 -6.20264e+06 -313436
-1.63433e+06 -6.15413e+06 -39811.5
-1.66938e+06 -6.13172e+06 -313436
-1.56948e+06 -6.16283e+06 222228
-1.84893e+06 -6.09531e+06 67525.9
-1.40003e+06 -6.21559e+06 67525.9
-1.45948e+06 -6.17759e+06 531631
-1.40472e+06 -6.20264e+06 313436
-1.66938e+06 -6.13172e+06 313436
-1.63433e+06 -6.15413e+06 39811.5
-1.82578e+06 -6.07899e+06 444455
-1.92681e+06 -6.06984e+06 135052
-1.53736e+06 -6.15211e+06 599157
