r_ijk_x   r_ijk_y   r_ijk_z
-5.96999e+06 -715351 2.09717e+06
-5.79828e+06 -741429 2.53104e+06
-5.88679e+06 -762082 2.30115e+06
-5.8099e+06 -437127 2.55695e+06
-5.91113e+06 -421752 2.30115e+06
-5.7058e+06 -276404 2.79244e+06
-5.78989e+06 -83987.9 2.65441e+06
-5.7486e+06 -661235 2.65441e+06
-5.5789e+06 -83987.9 3.0685e+06
-5.65622e+06 -389847 2.87382e+06
-5.68056e+06 -49517 2.87382e+06
-5.78061e+06 -389847 2.62969e+06
-5.7058e+06 276404 2.79244e+06
-5.78989e+06 83987.9 2.65441e+06
-5.5789e+06 83987.9 3.0685e+06
-5.7486e+06 661235 2.65441e+06
-5.65622e+06 389847 2.87382e+06
-5.78061e+06 389847 2.62969e+06
-5.68056e+06 49517 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.86927e+06 -540321 2.38641e+06
-5.79828e+06 -741429 2.53104e+06
-5.83956e+06 -164182 2.53104e+06
-5.96999e+06 -715351 2.09717e+06
-5.91113e+06 -421752 2.30115e+06
-5.88679e+06 -762082 2.30115e+06
-5.8099e+06 -437127 2.55695e+06
-5.88013e+06 -1.06364e+06 2.17866e+06
-5.80157e+06 -900444 2.46791e+06
-5.97328e+06 -874367 2.03404e+06
-5.86552e+06 -1.41611e+06 2.03404e+06
-5.92644e+06 -1.15985e+06 2.00813e+06
-5.8252e+06 -1.17523e+06 2.26393e+06
-5.88874e+06 -855833 2.26393e+06
-5.739e+06 -1.3469e+06 2.38641e+06
-5.75869e+06 -986516 2.53104e+06
-5.82264e+06 -1.50218e+06 2.09717e+06
-5.63568e+06 -1.55201e+06 2.53104e+06
-5.7274e+06 -1.55938e+06 2.30115e+06
-5.68969e+06 -1.25536e+06 2.55695e+06
-5.79992e+06 -1.22597e+06 2.30115e+06
-5.60446e+06 -1.11161e+06 2.79244e+06
-5.71781e+06 -915019 2.65441e+06
-5.59479e+06 -1.48052e+06 2.65441e+06
-5.50077e+06 -939284 3.0685e+06
-5.53763e+06 -1.22751e+06 2.87382e+06
-5.61015e+06 -894107 2.87382e+06
-5.66559e+06 -1.2132e+06 2.62969e+06
-5.5821e+06 -564426 2.99072e+06
-5.71102e+06 -748753 2.71466e+06
-5.49397e+06 -773018 3.12875e+06
-5.54131e+06 -171506 3.12875e+06
-5.5061e+06 -455751 3.15348e+06
-5.63406e+06 -441445 2.90934e+06
-5.60615e+06 -796081 2.90934e+06
-5.7058e+06 -276404 2.79244e+06
-5.7486e+06 -661235 2.65441e+06
-5.5789e+06 -83987.9 3.0685e+06
-5.78989e+06 -83987.9 2.65441e+06
-5.68056e+06 -49517 2.87382e+06
-5.78061e+06 -389847 2.62969e+06
-5.65622e+06 -389847 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.739e+06 -1.3469e+06 2.38641e+06
-5.63568e+06 -1.55201e+06 2.53104e+06
-5.75869e+06 -986516 2.53104e+06
-5.82264e+06 -1.50218e+06 2.09717e+06
-5.79992e+06 -1.22597e+06 2.30115e+06
-5.7274e+06 -1.55938e+06 2.30115e+06
-5.68969e+06 -1.25536e+06 2.55695e+06
-5.68461e+06 -1.84426e+06 2.17866e+06
-5.61915e+06 -1.70314e+06 2.46791e+06
-5.80611e+06 -1.65331e+06 2.03404e+06
-5.62857e+06 -2.17635e+06 2.03404e+06
-5.7232e+06 -1.92747e+06 2.00813e+06
-5.61297e+06 -1.95685e+06 2.26393e+06
-5.71765e+06 -1.64848e+06 2.26393e+06
-5.49824e+06 -2.12776e+06 2.38641e+06
-5.56252e+06 -1.78928e+06 2.53104e+06
-5.57194e+06 -2.26249e+06 2.09717e+06
-5.36028e+06 -2.33152e+06 2.53104e+06
-5.46035e+06 -2.32732e+06 2.30115e+06
-5.4548e+06 -2.04833e+06 2.55695e+06
-5.57959e+06 -2.00764e+06 2.30115e+06
-5.38127e+06 -1.92295e+06 2.79244e+06
-5.52697e+06 -1.72705e+06 2.65441e+06
-5.32473e+06 -2.26928e+06 2.65441e+06
-5.29209e+06 -1.77252e+06 3.0685e+06
-5.29536e+06 -2.03845e+06 2.87382e+06
-5.4146e+06 -1.71876e+06 2.87382e+06
-5.43384e+06 -2.01164e+06 2.62969e+06
-5.43308e+06 -1.40416e+06 2.99072e+06
-5.54272e+06 -1.56941e+06 2.71466e+06
-5.30784e+06 -1.61488e+06 3.12875e+06
-5.44869e+06 -1.02818e+06 3.12875e+06
-5.36845e+06 -1.30673e+06 3.15348e+06
-5.50693e+06 -1.27992e+06 2.90934e+06
-5.42388e+06 -1.62582e+06 2.90934e+06
-5.60446e+06 -1.11161e+06 2.79244e+06
-5.59479e+06 -1.48052e+06 2.65441e+06
-5.50077e+06 -939284 3.0685e+06
-5.71781e+06 -915019 2.65441e+06
-5.61015e+06 -894107 2.87382e+06
-5.66559e+06 -1.2132e+06 2.62969e+06
-5.53763e+06 -1.22751e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.49824e+06 -2.12776e+06 2.38641e+06
-5.36028e+06 -2.33152e+06 2.53104e+06
-5.56252e+06 -1.78928e+06 2.53104e+06
-5.57194e+06 -2.26249e+06 2.09717e+06
-5.57959e+06 -2.00764e+06 2.30115e+06
-5.46035e+06 -2.32732e+06 2.30115e+06
-5.4548e+06 -2.04833e+06 2.55695e+06
-5.38578e+06 -2.59156e+06 2.17866e+06
-5.3261e+06 -2.47244e+06 2.46791e+06
-5.53776e+06 -2.40342e+06 2.03404e+06
-5.29346e+06 -2.89881e+06 2.03404e+06
-5.42096e+06 -2.66178e+06 2.00813e+06
-5.29617e+06 -2.70248e+06 2.26393e+06
-5.4402e+06 -2.41041e+06 2.26393e+06
-5.15162e+06 -2.86782e+06 2.38641e+06
-5.25495e+06 -2.55639e+06 2.53104e+06
-5.22231e+06 -2.98275e+06 2.09717e+06
-4.9776e+06 -3.06432e+06 2.53104e+06
-5.0907e+06 -3.05143e+06 2.30115e+06
-5.10994e+06 -2.80006e+06 2.55695e+06
-5.25422e+06 -2.75197e+06 2.30115e+06
-5.04106e+06 -2.69272e+06 2.79244e+06
-5.22136e+06 -2.50319e+06 2.65441e+06
-4.94401e+06 -3.01112e+06 2.65441e+06
-4.95782e+06 -2.56387e+06 3.0685e+06
-4.93476e+06 -2.80447e+06 2.87382e+06
-5.09828e+06 -2.50501e+06 2.87382e+06
-5.09014e+06 -2.76869e+06 2.62969e+06
-5.15824e+06 -2.21164e+06 2.99072e+06
-5.25696e+06 -2.35701e+06 2.71466e+06
-4.99342e+06 -2.41769e+06 3.12875e+06
-5.22432e+06 -1.86024e+06 3.12875e+06
-5.10003e+06 -2.12594e+06 3.15348e+06
-5.25541e+06 -2.09017e+06 2.90934e+06
-5.11927e+06 -2.41882e+06 2.90934e+06
-5.38127e+06 -1.92295e+06 2.79244e+06
-5.32473e+06 -2.26928e+06 2.65441e+06
-5.29209e+06 -1.77252e+06 3.0685e+06
-5.52697e+06 -1.72705e+06 2.65441e+06
-5.4146e+06 -1.71876e+06 2.87382e+06
-5.43384e+06 -2.01164e+06 2.62969e+06
-5.29536e+06 -2.03845e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-5.15162e+06 -2.86782e+06 2.38641e+06
-4.9776e+06 -3.06432e+06 2.53104e+06
-5.25495e+06 -2.55639e+06 2.53104e+06
-5.22231e+06 -2.98275e+06 2.09717e+06
-5.25422e+06 -2.75197e+06 2.30115e+06
-5.0907e+06 -3.05143e+06 2.30115e+06
-5.10994e+06 -2.80006e+06 2.55695e+06
-4.98906e+06 -3.29189e+06 2.17866e+06
-4.9282e+06 -3.19318e+06 2.46791e+06
-5.17292e+06 -3.11161e+06 2.03404e+06
-4.86605e+06 -3.57087e+06 2.03404e+06
-5.02493e+06 -3.35008e+06 2.00813e+06
-4.88066e+06 -3.39817e+06 2.26393e+06
-5.06158e+06 -3.1274e+06 2.26393e+06
-4.70581e+06 -3.55278e+06 2.38641e+06
-4.84214e+06 -3.27245e+06 2.53104e+06
-4.77998e+06 -3.65015e+06 2.09717e+06
-4.49532e+06 -3.73575e+06 2.53104e+06
-4.62544e+06 -3.71806e+06 2.30115e+06
-4.66209e+06 -3.49538e+06 2.55695e+06
-4.82991e+06 -3.44491e+06 2.30115e+06
-4.59123e+06 -3.40411e+06 2.79244e+06
-4.80732e+06 -3.22728e+06 2.65441e+06
-4.46051e+06 -3.69057e+06 2.65441e+06
-4.50587e+06 -3.29449e+06 3.0685e+06
-4.46383e+06 -3.50837e+06 2.87382e+06
-4.66831e+06 -3.23522e+06 2.87382e+06
-4.64156e+06 -3.46874e+06 2.62969e+06
-4.76391e+06 -2.96812e+06 2.99072e+06
-4.85979e+06 -3.0948e+06 2.71466e+06
-4.55834e+06 -3.16201e+06 3.12875e+06
-4.8736e+06 -2.64755e+06 3.12875e+06
-4.70739e+06 -2.89343e+06 3.15348e+06
-4.88511e+06 -2.85381e+06 2.90934e+06
-4.69924e+06 -3.15712e+06 2.90934e+06
-5.04106e+06 -2.69272e+06 2.79244e+06
-4.94401e+06 -3.01112e+06 2.65441e+06
-4.95782e+06 -2.56387e+06 3.0685e+06
-5.22136e+06 -2.50319e+06 2.65441e+06
-5.09828e+06 -2.50501e+06 2.87382e+06
-5.09014e+06 -2.76869e+06 2.62969e+06
-4.93476e+06 -2.80447e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-4.70581e+06 -3.55278e+06 2.38641e+06
-4.49532e+06 -3.73575e+06 2.53104e+06
-4.84214e+06 -3.27245e+06 2.53104e+06
-4.77998e+06 -3.65015e+06 2.09717e+06
-4.82991e+06 -3.44491e+06 2.30115e+06
-4.62544e+06 -3.71806e+06 2.30115e+06
-4.66209e+06 -3.49538e+06 2.55695e+06
-4.50166e+06 -3.93248e+06 2.17866e+06
-4.43329e+06 -3.85112e+06 2.46791e+06
-4.71795e+06 -3.76552e+06 2.03404e+06
-4.35376e+06 -4.18081e+06 2.03404e+06
-4.54198e+06 -3.98045e+06 2.00813e+06
-4.37415e+06 -4.03092e+06 2.26393e+06
-4.58887e+06 -3.78608e+06 2.26393e+06
-4.16942e+06 -4.16942e+06 2.38641e+06
-4.33233e+06 -3.92312e+06 2.53104e+06
-4.2528e+06 -4.2528e+06 2.09717e+06
-3.92312e+06 -4.33233e+06 2.53104e+06
-4.07336e+06 -4.31463e+06 2.30115e+06
-4.12026e+06 -4.12026e+06 2.55695e+06
-4.31463e+06 -4.07336e+06 2.30115e+06
-4.04159e+06 -4.04159e+06 2.79244e+06
-4.29349e+06 -3.88427e+06 2.65441e+06
-3.88427e+06 -4.29349e+06 2.65441e+06
-3.947e+06 -3.947e+06 3.0685e+06
-3.89307e+06 -4.13434e+06 2.87382e+06
-4.13434e+06 -3.89307e+06 2.87382e+06
-4.09736e+06 -4.09736e+06 2.62969e+06
-4.25926e+06 -3.65599e+06 2.99072e+06
-4.35963e+06 -3.7671e+06 2.71466e+06
-4.01314e+06 -3.82983e+06 3.12875e+06
-4.405e+06 -3.37102e+06 3.12875e+06
-4.20008e+06 -3.59047e+06 3.15348e+06
-4.40436e+06 -3.55349e+06 2.90934e+06
-4.17333e+06 -3.82399e+06 2.90934e+06
-4.59123e+06 -3.40411e+06 2.79244e+06
-4.46051e+06 -3.69057e+06 2.65441e+06
-4.50587e+06 -3.29449e+06 3.0685e+06
-4.80732e+06 -3.22728e+06 2.65441e+06
-4.66831e+06 -3.23522e+06 2.87382e+06
-4.64156e+06 -3.46874e+06 2.62969e+06
-4.46383e+06 -3.50837e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-4.16942e+06 -4.16942e+06 2.38641e+06
-3.92312e+06 -4.33233e+06 2.53104e+06
-4.33233e+06 -3.92312e+06 2.53104e+06
-4.2528e+06 -4.2528e+06 2.09717e+06
-4.31463e+06 -4.07336e+06 2.30115e+06
-4.07336e+06 -4.31463e+06 2.30115e+06
-4.12026e+06 -4.12026e+06 2.55695e+06
-3.93248e+06 -4.50166e+06 2.17866e+06
-3.85112e+06 -4.43329e+06 2.46791e+06
-4.18081e+06 -4.35376e+06 2.03404e+06
-3.76552e+06 -4.71795e+06 2.03404e+06
-3.98045e+06 -4.54198e+06 2.00813e+06
-3.78608e+06 -4.58887e+06 2.26393e+06
-4.03092e+06 -4.37415e+06 2.26393e+06
-3.55278e+06 -4.70581e+06 2.38641e+06
-3.73575e+06 -4.49532e+06 2.53104e+06
-3.65015e+06 -4.77998e+06 2.09717e+06
-3.27245e+06 -4.84214e+06 2.53104e+06
-3.44491e+06 -4.82991e+06 2.30115e+06
-3.49538e+06 -4.66209e+06 2.55695e+06
-3.71806e+06 -4.62544e+06 2.30115e+06
-3.40411e+06 -4.59123e+06 2.79244e+06
-3.69057e+06 -4.46051e+06 2.65441e+06
-3.22728e+06 -4.80732e+06 2.65441e+06
-3.29449e+06 -4.50587e+06 3.0685e+06
-3.23522e+06 -4.66831e+06 2.87382e+06
-3.50837e+06 -4.46383e+06 2.87382e+06
-3.46874e+06 -4.64156e+06 2.62969e+06
-3.65599e+06 -4.25926e+06 2.99072e+06
-3.7671e+06 -4.35963e+06 2.71466e+06
-3.37102e+06 -4.405e+06 3.12875e+06
-3.82983e+06 -4.01314e+06 3.12875e+06
-3.59047e+06 -4.20008e+06 3.15348e+06
-3.82399e+06 -4.17333e+06 2.90934e+06
-3.55349e+06 -4.40436e+06 2.90934e+06
-4.04159e+06 -4.04159e+06 2.79244e+06
-3.88427e+06 -4.29349e+06 2.65441e+06
-3.947e+06 -3.947e+06 3.0685e+06
-4.29349e+06 -3.88427e+06 2.65441e+06
-4.13434e+06 -3.89307e+06 2.87382e+06
-4.09736e+06 -4.09736e+06 2.62969e+06
-3.89307e+06 -4.13434e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-3.55278e+06 -4.70581e+06 2.38641e+06
-3.27245e+06 -4.84214e+06 2.53104e+06
-3.73575e+06 -4.49532e+06 2.53104e+06
-3.65015e+06 -4.77998e+06 2.09717e+06
-3.71806e+06 -4.62544e+06 2.30115e+06
-3.44491e+06 -4.82991e+06 2.30115e+06
-3.49538e+06 -4.66209e+06 2.55695e+06
-3.29189e+06 -4.98906e+06 2.17866e+06
-3.19318e+06 -4.9282e+06 2.46791e+06
-3.57087e+06 -4.86605e+06 2.03404e+06
-3.11161e+06 -5.17292e+06 2.03404e+06
-3.35008e+06 -5.02493e+06 2.00813e+06
-3.1274e+06 -5.06158e+06 2.26393e+06
-3.39817e+06 -4.88066e+06 2.26393e+06
-2.86782e+06 -5.15162e+06 2.38641e+06
-3.06432e+06 -4.9776e+06 2.53104e+06
-2.98275e+06 -5.22231e+06 2.09717e+06
-2.55639e+06 -5.25495e+06 2.53104e+06
-2.75197e+06 -5.25422e+06 2.30115e+06
-2.80006e+06 -5.10994e+06 2.55695e+06
-3.05143e+06 -5.0907e+06 2.30115e+06
-2.69272e+06 -5.04106e+06 2.79244e+06
-3.01112e+06 -4.94401e+06 2.65441e+06
-2.50319e+06 -5.22136e+06 2.65441e+06
-2.56387e+06 -4.95782e+06 3.0685e+06
-2.50501e+06 -5.09828e+06 2.87382e+06
-2.80447e+06 -4.93476e+06 2.87382e+06
-2.76869e+06 -5.09014e+06 2.62969e+06
-2.96812e+06 -4.76391e+06 2.99072e+06
-3.0948e+06 -4.85979e+06 2.71466e+06
-2.64755e+06 -4.8736e+06 3.12875e+06
-3.16201e+06 -4.55834e+06 3.12875e+06
-2.89343e+06 -4.70739e+06 3.15348e+06
-3.15712e+06 -4.69924e+06 2.90934e+06
-2.85381e+06 -4.88511e+06 2.90934e+06
-3.40411e+06 -4.59123e+06 2.79244e+06
-3.22728e+06 -4.80732e+06 2.65441e+06
-3.29449e+06 -4.50587e+06 3.0685e+06
-3.69057e+06 -4.46051e+06 2.65441e+06
-3.50837e+06 -4.46383e+06 2.87382e+06
-3.46874e+06 -4.64156e+06 2.62969e+06
-3.23522e+06 -4.66831e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-2.86782e+06 -5.15162e+06 2.38641e+06
-2.55639e+06 -5.25495e+06 2.53104e+06
-3.06432e+06 -4.9776e+06 2.53104e+06
-2.98275e+06 -5.22231e+06 2.09717e+06
-3.05143e+06 -5.0907e+06 2.30115e+06
-2.75197e+06 -5.25422e+06 2.30115e+06
-2.80006e+06 -5.10994e+06 2.55695e+06
-2.59156e+06 -5.38578e+06 2.17866e+06
-2.47244e+06 -5.3261e+06 2.46791e+06
-2.89881e+06 -5.29346e+06 2.03404e+06
-2.40342e+06 -5.53776e+06 2.03404e+06
-2.66178e+06 -5.42096e+06 2.00813e+06
-2.41041e+06 -5.4402e+06 2.26393e+06
-2.70248e+06 -5.29617e+06 2.26393e+06
-2.12779e+06 -5.49833e+06 2.38645e+06
-2.33152e+06 -5.3603e+06 2.53105e+06
-2.2625e+06 -5.57196e+06 2.09718e+06
-1.78934e+06 -5.56272e+06 2.53113e+06
-2.00767e+06 -5.57971e+06 2.3012e+06
-2.04837e+06 -5.45492e+06 2.557e+06
-2.32733e+06 -5.46037e+06 2.30115e+06
-1.92314e+06 -5.38187e+06 2.7928e+06
-2.26934e+06 -5.32491e+06 2.65452e+06
-1.72716e+06 -5.52733e+06 2.6546e+06
-1.77293e+06 -5.29335e+06 3.06926e+06
-1.71903e+06 -5.41544e+06 2.87432e+06
-2.03869e+06 -5.2961e+06 2.87427e+06
-2.01171e+06 -5.43405e+06 2.6298e+06
-2.21181e+06 -5.15875e+06 2.99103e+06
-2.35706e+06 -5.25712e+06 2.71476e+06
-1.86064e+06 -5.22555e+06 3.1295e+06
-2.41774e+06 -4.99358e+06 3.12885e+06
-2.12618e+06 -5.10075e+06 3.15392e+06
-2.41885e+06 -5.11936e+06 2.9094e+06
-2.0904e+06 -5.25613e+06 2.90978e+06
-2.69272e+06 -5.04106e+06 2.79244e+06
-2.50319e+06 -5.22136e+06 2.65441e+06
-2.56387e+06 -4.95782e+06 3.0685e+06
-3.01112e+06 -4.94401e+06 2.65441e+06
-2.80447e+06 -4.93476e+06 2.87382e+06
-2.76869e+06 -5.09014e+06 2.62969e+06
-2.50501e+06 -5.09828e+06 2.87382e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-2.12779e+06 -5.49833e+06 2.38645e+06
-1.78934e+06 -5.56272e+06 2.53113e+06
-2.33152e+06 -5.3603e+06 2.53105e+06
-2.2625e+06 -5.57196e+06 2.09718e+06
-2.32733e+06 -5.46037e+06 2.30115e+06
-2.00767e+06 -5.57971e+06 2.3012e+06
-2.04837e+06 -5.45492e+06 2.557e+06
-1.84429e+06 -5.68469e+06 2.1787e+06
-1.7032e+06 -5.61935e+06 2.46801e+06
-2.17635e+06 -5.62859e+06 2.03405e+06
-1.65331e+06 -5.80614e+06 2.03405e+06
-1.92747e+06 -5.72322e+06 2.00814e+06
-1.64851e+06 -5.71777e+06 2.26398e+06
-1.95688e+06 -5.61309e+06 2.26398e+06
-1.34694e+06 -5.73919e+06 2.3865e+06
-1.55208e+06 -5.63591e+06 2.53115e+06
-1.50219e+06 -5.8227e+06 2.09719e+06
-986559 -5.75897e+06 2.53116e+06
-1.226e+06 -5.80008e+06 2.30122e+06
-1.25541e+06 -5.68996e+06 2.55707e+06
-1.55941e+06 -5.72753e+06 2.30121e+06
-1.11167e+06 -5.60479e+06 2.79262e+06
-1.48059e+06 -5.59507e+06 2.65455e+06
-915070 -5.71813e+06 2.65456e+06
-939352 -5.50117e+06 3.06873e+06
-894165 -5.61052e+06 2.87401e+06
-1.22758e+06 -5.53797e+06 2.87401e+06
-1.21326e+06 -5.66588e+06 2.62982e+06
-1.40437e+06 -5.43383e+06 2.99116e+06
-1.56953e+06 -5.54312e+06 2.71488e+06
-1.02829e+06 -5.44922e+06 3.12906e+06
-1.61529e+06 -5.30914e+06 3.12953e+06
-1.307e+06 -5.36939e+06 3.15405e+06
-1.6261e+06 -5.42475e+06 2.90985e+06
-1.28002e+06 -5.50734e+06 2.90957e+06
-1.92314e+06 -5.38187e+06 2.7928e+06
-1.72716e+06 -5.52733e+06 2.6546e+06
-1.77293e+06 -5.29335e+06 3.06926e+06
-2.26934e+06 -5.32491e+06 2.65452e+06
-2.03869e+06 -5.2961e+06 2.87427e+06
-2.01171e+06 -5.43405e+06 2.6298e+06
-1.71903e+06 -5.41544e+06 2.87432e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-1.34694e+06 -5.73919e+06 2.3865e+06
-986559 -5.75897e+06 2.53116e+06
-1.55208e+06 -5.63591e+06 2.53115e+06
-1.50219e+06 -5.8227e+06 2.09719e+06
-1.55941e+06 -5.72753e+06 2.30121e+06
-1.226e+06 -5.80008e+06 2.30122e+06
-1.25541e+06 -5.68996e+06 2.55707e+06
-1.06374e+06 -5.88088e+06 2.17892e+06
-900506 -5.80202e+06 2.46809e+06
-1.41614e+06 -5.86575e+06 2.03412e+06
-874577 -5.97488e+06 2.03456e+06
-1.15998e+06 -5.92738e+06 2.00844e+06
-855976 -5.8898e+06 2.2643e+06
-1.17526e+06 -5.82547e+06 2.26403e+06
-540421 -5.87003e+06 2.38667e+06
-741490 -5.79872e+06 2.53122e+06
-715562 -5.97158e+06 2.09769e+06
-164212 -5.83979e+06 2.53112e+06
-421876 -5.91207e+06 2.30146e+06
-437163 -5.81016e+06 2.55705e+06
-762224 -5.88786e+06 2.30151e+06
-276418 -5.7059e+06 2.79249e+06
-661271 -5.74885e+06 2.65453e+06
-83992.4 -5.78992e+06 2.65443e+06
-83992.4 -5.57893e+06 3.06852e+06
-49519.7 -5.68058e+06 2.87383e+06
-389868 -5.65637e+06 2.87389e+06
-389868 -5.78076e+06 2.62975e+06
-564464 -5.58235e+06 2.99085e+06
-748796 -5.71131e+06 2.7148e+06
-171518 -5.54139e+06 3.12879e+06
-773078 -5.49435e+06 3.12897e+06
-455787 -5.50632e+06 3.15361e+06
-796135 -5.6065e+06 2.90953e+06
-441470 -5.63423e+06 2.90942e+06
-1.11167e+06 -5.60479e+06 2.79262e+06
-915070 -5.71813e+06 2.65456e+06
-939352 -5.50117e+06 3.06873e+06
-1.48059e+06 -5.59507e+06 2.65455e+06
-1.22758e+06 -5.53797e+06 2.87401e+06
-1.21326e+06 -5.66588e+06 2.62982e+06
-894165 -5.61052e+06 2.87401e+06
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-6.27744e+66 -6.27744e+66 -6.27744e+66
-540421 -5.87003e+06 2.38667e+06
-164212 -5.83979e+06 2.53112e+06
-741490 -5.79872e+06 2.53122e+06
-715562 -5.97158e+06 2.09769e+06
-762224 -5.88786e+06 2.30151e+06
-421876 -5.91207e+06 2.30146e+06
-437163 -5.81016e+06 2.55705e+06
-264003 -5.96952e+06 2.1789e+06
-80219.8 -5.87002e+06 2.46798e+06
-631569 -6.00181e+06 2.03456e+06
-80219.8 -6.03673e+06 2.03416e+06
-372357 -6.02818e+06 2.00847e+06
-47295.5 -5.95048e+06 2.264e+06
-372357 -5.9299e+06 2.26424e+06
263917 -5.96887e+06 2.17869e+06
80193.7 -5.86982e+06 2.46792e+06
80193.7 -6.03653e+06 2.0341e+06
631363 -6.00025e+06 2.03405e+06
372235 -6.02726e+06 2.00816e+06
372235 -5.92898e+06 2.26393e+06
47280.1 -5.95037e+06 2.26396e+06
540321 -5.86927e+06 2.38641e+06
164182 -5.83956e+06 2.53104e+06
715351 -5.96999e+06 2.09717e+06
741429 -5.79828e+06 2.53104e+06
762082 -5.88679e+06 2.30115e+06
437127 -5.8099e+06 2.55695e+06
421752 -5.91113e+06 2.30115e+06
276404 -5.7058e+06 2.79244e+06
83987.9 -5.78989e+06 2.65442e+06
661235 -5.7486e+06 2.65442e+06
83987.9 -5.5789e+06 3.0685e+06
389847 -5.65622e+06 2.87382e+06
49517 -5.68056e+06 2.87382e+06
389847 -5.78061e+06 2.62969e+06
-276418 -5.7059e+06 2.79249e+06
-83992.4 -5.78992e+06 2.65443e+06
-83992.4 -5.57893e+06 3.06852e+06
-661271 -5.74885e+06 2.65453e+06
-389868 -5.65637e+06 2.87389e+06
-389868 -5.78076e+06 2.62975e+06
-49519.7 -5.68058e+06 2.87383e+06
