nt_x   nt_y   nt_z   A_t
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.890233 -0.453596 -0.041656 2.22731e+11
0.921987 -0.3819 -0.0639661 2.37598e+11
0.932696 -0.358029 -0.0435139 2.22749e+11
0.932696 -0.358029 0.0435139 2.22749e+11
0.921987 -0.3819 0.0639661 2.37598e+11
0.890233 -0.453596 0.041656 2.22731e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.932696 -0.358029 -0.0435139 2.22749e+11
0.959078 -0.276306 -0.061838 2.37566e+11
0.964908 -0.258546 -0.0459018 2.22773e+11
0.964908 -0.258546 0.0459018 2.22773e+11
0.959078 -0.276306 0.061838 2.37566e+11
0.932696 -0.358029 0.0435139 2.22749e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.964908 -0.258546 -0.0459018 2.22773e+11
0.984143 -0.167213 -0.059177 2.37527e+11
0.986511 -0.156248 -0.0488189 2.22803e+11
0.986525 -0.15625 0.0485168 2.22807e+11
0.984098 -0.167493 0.0591374 2.37532e+11
0.964908 -0.258546 0.0459018 2.22773e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.986511 -0.156248 -0.0488189 2.22803e+11
0.996861 -0.0559825 -0.0559825 2.37484e+11
0.997265 -0.0522644 -0.0522644 2.22842e+11
0.997271 -0.0522648 0.0521376 2.22844e+11
0.996886 -0.055819 0.0556919 2.37492e+11
0.986525 -0.15625 0.0485168 2.22807e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.986172 0.0553822 -0.156194 2.37427e+11
0.996861 0.0559825 -0.0559825 2.37484e+11
0.997265 0.0522644 -0.0522644 2.22842e+11
0.997265 -0.0522644 -0.0522644 2.22842e+11
0.996861 -0.0559825 -0.0559825 2.37484e+11
0.986172 -0.0553822 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.985213 0.0595944 -0.160637 2.51642e+11
0.974399 0.165549 -0.152118 2.37275e+11
0.984115 0.167199 -0.0596766 2.37535e+11
0.986588 0.155745 -0.0488564 2.2281e+11
0.996861 0.0559825 -0.0559825 2.37484e+11
0.986172 0.0553822 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.970306 0.17759 -0.164218 2.51806e+11
0.950526 0.272772 -0.148647 2.3717e+11
0.959387 0.275325 -0.0614287 2.37596e+11
0.964877 0.258571 -0.0463964 2.22789e+11
0.984115 0.167199 -0.0596766 2.37535e+11
0.974399 0.165549 -0.152118 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.941684 0.292034 -0.167174 2.51993e+11
0.914071 0.378622 -0.14533 2.37118e+11
0.922016 0.381913 -0.0634794 2.37646e+11
0.93277 0.357908 -0.0429166 2.22782e+11
0.959387 0.275325 -0.0614287 2.37596e+11
0.950526 0.272772 -0.148647 2.3717e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.898828 0.404353 -0.169134 2.52125e+11
0.866442 0.478281 -0.143268 2.37057e+11
0.873582 0.482227 -0.0656609 2.37695e+11
0.890673 0.452753 -0.0414411 2.22781e+11
0.922016 0.381913 -0.0634794 2.37646e+11
0.914071 0.378622 -0.14533 2.37118e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.842706 0.510222 -0.171816 2.52198e+11
0.806805 0.573314 -0.142744 2.36997e+11
0.813278 0.577907 -0.0678384 2.3772e+11
0.838445 0.543476 -0.040552 2.22806e+11
0.873582 0.482227 -0.0656609 2.37695e+11
0.866442 0.478281 -0.143268 2.37057e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.774659 0.608243 -0.173046 2.52197e+11
0.73748 0.660192 -0.142371 2.36926e+11
0.743412 0.665493 -0.0667703 2.37663e+11
0.77502 0.630668 -0.0400232 2.22767e+11
0.813278 0.577907 -0.0678384 2.3772e+11
0.806805 0.573314 -0.142744 2.36997e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.696445 0.696445 -0.172998 2.52176e+11
0.659605 0.738098 -0.141889 2.3691e+11
0.664842 0.743959 -0.0671568 2.37648e+11
0.706537 0.706585 -0.0392837 2.2271e+11
0.743412 0.665493 -0.0667703 2.37663e+11
0.73748 0.660192 -0.142371 2.36926e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.607457 0.775362 -0.172656 2.52161e+11
0.57276 0.807229 -0.142572 2.36934e+11
0.577386 0.813749 -0.0666251 2.37639e+11
0.628828 0.776538 -0.0395321 2.22712e+11
0.664842 0.743959 -0.0671568 2.37648e+11
0.659605 0.738098 -0.141889 2.3691e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.509661 0.843083 -0.171628 2.52114e+11
0.478682 0.866109 -0.143938 2.36981e+11
0.482678 0.87334 -0.0655616 2.37622e+11
0.544196 0.837988 -0.0403286 2.22719e+11
0.577386 0.813749 -0.0666251 2.37639e+11
0.57276 0.807229 -0.142572 2.36934e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.404445 0.89864 -0.169915 2.52039e+11
0.378584 0.913982 -0.145986 2.37053e+11
0.3819 0.921987 -0.0639661 2.37598e+11
0.453596 0.890233 -0.041656 2.22731e+11
0.482678 0.87334 -0.0655616 2.37622e+11
0.478682 0.866109 -0.143938 2.36981e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.293299 0.94123 -0.167513 2.51934e+11
0.273757 0.950232 -0.148714 2.3715e+11
0.276306 0.959078 -0.061838 2.37566e+11
0.358029 0.932696 -0.0435139 2.22749e+11
0.3819 0.921987 -0.0639661 2.37598e+11
0.378584 0.913982 -0.145986 2.37053e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.177802 0.970233 -0.164422 2.51801e+11
0.165557 0.974398 -0.152117 2.37275e+11
0.167213 0.984143 -0.059177 2.37527e+11
0.258546 0.964908 -0.0459018 2.22773e+11
0.276306 0.959078 -0.061838 2.37566e+11
0.273757 0.950232 -0.148714 2.3715e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0595944 0.985213 -0.160637 2.51642e+11
0.0553822 0.986172 -0.156194 2.37427e+11
0.0559825 0.996861 -0.0559825 2.37484e+11
0.156248 0.986511 -0.0488189 2.22803e+11
0.167213 0.984143 -0.059177 2.37527e+11
0.165557 0.974398 -0.152117 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0553822 0.986172 -0.156194 2.37427e+11
-0.0559825 0.996861 -0.0559825 2.37484e+11
-0.0522644 0.997265 -0.0522644 2.22842e+11
0.0522644 0.997265 -0.0522644 2.22842e+11
0.0559825 0.996861 -0.0559825 2.37484e+11
0.0553822 0.986172 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0595944 0.985213 -0.160637 2.51642e+11
-0.165557 0.974398 -0.152117 2.37275e+11
-0.167212 0.984141 -0.0592087 2.37528e+11
-0.156217 0.986516 -0.0488213 2.22804e+11
-0.0559825 0.996861 -0.0559825 2.37484e+11
-0.0553822 0.986172 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.177802 0.970233 -0.164422 2.51801e+11
-0.273757 0.950232 -0.148714 2.3715e+11
-0.276306 0.959078 -0.061838 2.37566e+11
-0.258577 0.964898 -0.045929 2.22773e+11
-0.167212 0.984141 -0.0592087 2.37528e+11
-0.165557 0.974398 -0.152117 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.293299 0.94123 -0.167513 2.51934e+11
-0.378584 0.913982 -0.145986 2.37053e+11
-0.38188 0.921939 -0.0647842 2.37611e+11
-0.35726 0.932983 -0.0436909 2.2276e+11
-0.276306 0.959078 -0.061838 2.37566e+11
-0.273757 0.950232 -0.148714 2.3715e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.404445 0.89864 -0.169915 2.52039e+11
-0.478682 0.866109 -0.143938 2.36981e+11
-0.482668 0.873322 -0.0658828 2.37627e+11
-0.454028 0.889981 -0.0423333 2.22751e+11
-0.38188 0.921939 -0.0647842 2.37611e+11
-0.378584 0.913982 -0.145986 2.37053e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.509661 0.843083 -0.171628 2.52114e+11
-0.57276 0.807229 -0.142572 2.36934e+11
-0.577386 0.813749 -0.0666251 2.37639e+11
-0.544462 0.837806 -0.0405355 2.22725e+11
-0.482668 0.873322 -0.0658828 2.37627e+11
-0.478682 0.866109 -0.143938 2.36981e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.607457 0.775362 -0.172656 2.52161e+11
-0.659605 0.738098 -0.141889 2.3691e+11
-0.664842 0.743959 -0.0671568 2.37648e+11
-0.628828 0.776538 -0.0395321 2.22712e+11
-0.577386 0.813749 -0.0666251 2.37639e+11
-0.57276 0.807229 -0.142572 2.36934e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.696445 0.696445 -0.172998 2.52176e+11
-0.737832 0.659858 -0.142097 2.36917e+11
-0.743724 0.665123 -0.0669756 2.37654e+11
-0.706561 0.706561 -0.0392665 2.2271e+11
-0.664842 0.743959 -0.0671568 2.37648e+11
-0.659605 0.738098 -0.141889 2.3691e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.775309 0.607416 -0.173038 2.52168e+11
-0.807298 0.572595 -0.142846 2.36944e+11
-0.813866 0.577256 -0.0663105 2.37649e+11
-0.77655 0.628838 -0.0391425 2.22718e+11
-0.743724 0.665123 -0.0669756 2.37654e+11
-0.737832 0.659858 -0.142097 2.36917e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.843053 0.509643 -0.171829 2.52118e+11
-0.866182 0.478527 -0.144017 2.36985e+11
-0.873431 0.482533 -0.0654183 2.37627e+11
-0.837995 0.5442 -0.0401244 2.22722e+11
-0.813866 0.577256 -0.0663105 2.37649e+11
-0.807298 0.572595 -0.142846 2.36944e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.898636 0.404443 -0.169936 2.52039e+11
-0.913989 0.378564 -0.145991 2.37054e+11
-0.921996 0.381881 -0.0639499 2.37598e+11
-0.890234 0.453597 -0.0416338 2.22731e+11
-0.873431 0.482533 -0.0654183 2.37627e+11
-0.866182 0.478527 -0.144017 2.36985e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.94123 0.293299 -0.167513 2.51934e+11
-0.950232 0.273757 -0.148714 2.3715e+11
-0.959078 0.276306 -0.061838 2.37566e+11
-0.932696 0.358029 -0.0435139 2.22749e+11
-0.921996 0.381881 -0.0639499 2.37598e+11
-0.913989 0.378564 -0.145991 2.37054e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.970233 0.177802 -0.164422 2.51801e+11
-0.974398 0.165557 -0.152117 2.37275e+11
-0.984143 0.167213 -0.059177 2.37527e+11
-0.964908 0.258546 -0.0459018 2.22773e+11
-0.959078 0.276306 -0.061838 2.37566e+11
-0.950232 0.273757 -0.148714 2.3715e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.985213 0.0595944 -0.160637 2.51642e+11
-0.986172 0.0553822 -0.156194 2.37427e+11
-0.996861 0.0559825 -0.0559825 2.37484e+11
-0.986511 0.156248 -0.0488189 2.22803e+11
-0.984143 0.167213 -0.059177 2.37527e+11
-0.974398 0.165557 -0.152117 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.986172 -0.0553822 -0.156194 2.37427e+11
-0.996861 -0.0559825 -0.0559825 2.37484e+11
-0.997265 -0.0522644 -0.0522644 2.22842e+11
-0.997265 0.0522644 -0.0522644 2.22842e+11
-0.996861 0.0559825 -0.0559825 2.37484e+11
-0.986172 0.0553822 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.985213 -0.0595944 -0.160637 2.51642e+11
-0.974398 -0.165557 -0.152117 2.37275e+11
-0.984143 -0.167213 -0.059177 2.37527e+11
-0.986511 -0.156248 -0.0488189 2.22803e+11
-0.996861 -0.0559825 -0.0559825 2.37484e+11
-0.986172 -0.0553822 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.970233 -0.177802 -0.164422 2.51801e+11
-0.950232 -0.273757 -0.148714 2.3715e+11
-0.959078 -0.276306 -0.061838 2.37566e+11
-0.964908 -0.258546 -0.0459018 2.22773e+11
-0.984143 -0.167213 -0.059177 2.37527e+11
-0.974398 -0.165557 -0.152117 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.94123 -0.293299 -0.167513 2.51934e+11
-0.913982 -0.378584 -0.145986 2.37053e+11
-0.921987 -0.3819 -0.0639661 2.37598e+11
-0.932696 -0.358029 -0.0435139 2.22749e+11
-0.959078 -0.276306 -0.061838 2.37566e+11
-0.950232 -0.273757 -0.148714 2.3715e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.89864 -0.404445 -0.169915 2.52039e+11
-0.866109 -0.478682 -0.143938 2.36981e+11
-0.87334 -0.482678 -0.0655616 2.37622e+11
-0.890233 -0.453596 -0.041656 2.22731e+11
-0.921987 -0.3819 -0.0639661 2.37598e+11
-0.913982 -0.378584 -0.145986 2.37053e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.843083 -0.509661 -0.171628 2.52114e+11
-0.807229 -0.57276 -0.142572 2.36934e+11
-0.813749 -0.577386 -0.0666251 2.37639e+11
-0.837988 -0.544196 -0.0403286 2.22719e+11
-0.87334 -0.482678 -0.0655616 2.37622e+11
-0.866109 -0.478682 -0.143938 2.36981e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.775362 -0.607457 -0.172656 2.52161e+11
-0.738098 -0.659605 -0.141889 2.3691e+11
-0.743959 -0.664842 -0.0671568 2.37648e+11
-0.776538 -0.628828 -0.0395321 2.22712e+11
-0.813749 -0.577386 -0.0666251 2.37639e+11
-0.807229 -0.57276 -0.142572 2.36934e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.696445 -0.696445 -0.172998 2.52176e+11
-0.659605 -0.738098 -0.141889 2.3691e+11
-0.664842 -0.743959 -0.0671568 2.37648e+11
-0.706561 -0.706561 -0.0392665 2.2271e+11
-0.743959 -0.664842 -0.0671568 2.37648e+11
-0.738098 -0.659605 -0.141889 2.3691e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.607457 -0.775362 -0.172656 2.52161e+11
-0.57276 -0.807229 -0.142572 2.36934e+11
-0.577386 -0.813749 -0.0666251 2.37639e+11
-0.628828 -0.776538 -0.0395321 2.22712e+11
-0.664842 -0.743959 -0.0671568 2.37648e+11
-0.659605 -0.738098 -0.141889 2.3691e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.509661 -0.843083 -0.171628 2.52114e+11
-0.478682 -0.866109 -0.143938 2.36981e+11
-0.482678 -0.87334 -0.0655616 2.37622e+11
-0.544196 -0.837988 -0.0403286 2.22719e+11
-0.577386 -0.813749 -0.0666251 2.37639e+11
-0.57276 -0.807229 -0.142572 2.36934e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.404445 -0.89864 -0.169915 2.52039e+11
-0.378584 -0.913982 -0.145986 2.37053e+11
-0.3819 -0.921987 -0.0639661 2.37598e+11
-0.453596 -0.890233 -0.041656 2.22731e+11
-0.482678 -0.87334 -0.0655616 2.37622e+11
-0.478682 -0.866109 -0.143938 2.36981e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.293299 -0.94123 -0.167513 2.51934e+11
-0.273757 -0.950232 -0.148714 2.3715e+11
-0.276306 -0.959078 -0.061838 2.37566e+11
-0.358029 -0.932696 -0.0435139 2.22749e+11
-0.3819 -0.921987 -0.0639661 2.37598e+11
-0.378584 -0.913982 -0.145986 2.37053e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.177802 -0.970233 -0.164422 2.51801e+11
-0.165557 -0.974398 -0.152117 2.37275e+11
-0.167213 -0.984143 -0.059177 2.37527e+11
-0.258546 -0.964908 -0.0459018 2.22773e+11
-0.276306 -0.959078 -0.061838 2.37566e+11
-0.273757 -0.950232 -0.148714 2.3715e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0595944 -0.985213 -0.160637 2.51642e+11
-0.0553822 -0.986172 -0.156194 2.37427e+11
-0.0559825 -0.996861 -0.0559825 2.37484e+11
-0.156248 -0.986511 -0.0488189 2.22803e+11
-0.167213 -0.984143 -0.059177 2.37527e+11
-0.165557 -0.974398 -0.152117 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0553822 -0.986172 -0.156194 2.37427e+11
0.0559825 -0.996861 -0.0559825 2.37484e+11
0.0522644 -0.997265 -0.0522644 2.22842e+11
-0.0522644 -0.997265 -0.0522644 2.22842e+11
-0.0559825 -0.996861 -0.0559825 2.37484e+11
-0.0553822 -0.986172 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0595944 -0.985213 -0.160637 2.51642e+11
0.164263 -0.974599 -0.152233 2.37293e+11
0.165876 -0.984096 -0.063558 2.37639e+11
0.150708 -0.987352 -0.0492309 2.22877e+11
0.0559825 -0.996861 -0.0559825 2.37484e+11
0.0553822 -0.986172 -0.156194 2.37427e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.173178 -0.971611 -0.161191 2.5195e+11
0.274979 -0.950522 -0.144549 2.37263e+11
0.27736 -0.958787 -0.0616403 2.37595e+11
0.263659 -0.963354 -0.0493332 2.22914e+11
0.165876 -0.984096 -0.063558 2.37639e+11
0.164263 -0.974599 -0.152233 2.37293e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.29756 -0.940113 -0.166273 2.52033e+11
0.37871 -0.913969 -0.145739 2.37066e+11
0.382013 -0.921942 -0.0639523 2.37605e+11
0.358161 -0.932645 -0.0435162 2.22759e+11
0.27736 -0.958787 -0.0616403 2.37595e+11
0.274979 -0.950522 -0.144549 2.37263e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.404423 -0.898723 -0.169528 2.52058e+11
0.478533 -0.866248 -0.143597 2.36996e+11
0.482506 -0.873437 -0.0655364 2.37633e+11
0.453511 -0.890274 -0.0417038 2.22738e+11
0.382013 -0.921942 -0.0639523 2.37605e+11
0.37871 -0.913969 -0.145739 2.37066e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.509662 -0.843126 -0.171416 2.52139e+11
0.572619 -0.807355 -0.142426 2.36956e+11
0.577236 -0.813861 -0.0665448 2.37659e+11
0.544084 -0.838063 -0.0402814 2.22732e+11
0.482506 -0.873437 -0.0655364 2.37633e+11
0.478533 -0.866248 -0.143597 2.36996e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.607546 -0.77528 -0.172708 2.52186e+11
0.659674 -0.738025 -0.14195 2.36932e+11
0.664937 -0.743914 -0.0667058 2.37663e+11
0.629108 -0.776328 -0.0392222 2.22725e+11
0.577236 -0.813861 -0.0665448 2.37659e+11
0.572619 -0.807355 -0.142426 2.36956e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.695935 -0.697064 -0.172559 2.52213e+11
0.738246 -0.659639 -0.140957 2.36943e+11
0.744026 -0.664804 -0.0667917 2.3766e+11
0.706573 -0.706573 -0.0388641 2.22715e+11
0.664937 -0.743914 -0.0667058 2.37663e+11
0.659674 -0.738025 -0.14195 2.36932e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.776128 -0.606595 -0.172243 2.52191e+11
0.807391 -0.572501 -0.142697 2.36939e+11
0.813936 -0.577144 -0.0664306 2.37645e+11
0.776548 -0.628837 -0.0392073 2.22717e+11
0.744026 -0.664804 -0.0667917 2.3766e+11
0.738246 -0.659639 -0.140957 2.36943e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.843083 -0.509661 -0.171628 2.52114e+11
0.866109 -0.478682 -0.143938 2.36981e+11
0.87334 -0.482678 -0.0655616 2.37622e+11
0.837988 -0.544196 -0.0403286 2.22719e+11
0.813936 -0.577144 -0.0664306 2.37645e+11
0.807391 -0.572501 -0.142697 2.36939e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.89864 -0.404445 -0.169915 2.52039e+11
0.913982 -0.378584 -0.145986 2.37053e+11
0.921987 -0.3819 -0.0639661 2.37598e+11
0.890233 -0.453596 -0.041656 2.22731e+11
0.87334 -0.482678 -0.0655616 2.37622e+11
0.866109 -0.478682 -0.143938 2.36981e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.94123 -0.293299 -0.167513 2.51934e+11
0.950232 -0.273757 -0.148714 2.3715e+11
0.959078 -0.276306 -0.061838 2.37566e+11
0.932696 -0.358029 -0.0435139 2.22749e+11
0.921987 -0.3819 -0.0639661 2.37598e+11
0.913982 -0.378584 -0.145986 2.37053e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.970233 -0.177802 -0.164422 2.51801e+11
0.974398 -0.165557 -0.152117 2.37275e+11
0.984143 -0.167213 -0.059177 2.37527e+11
0.964908 -0.258546 -0.0459018 2.22773e+11
0.959078 -0.276306 -0.061838 2.37566e+11
0.950232 -0.273757 -0.148714 2.3715e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.985213 -0.0595944 -0.160637 2.51642e+11
0.986172 -0.0553822 -0.156194 2.37427e+11
0.996861 -0.0559825 -0.0559825 2.37484e+11
0.986511 -0.156248 -0.0488189 2.22803e+11
0.984143 -0.167213 -0.059177 2.37527e+11
0.974398 -0.165557 -0.152117 2.37275e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.964281 0.0583283 -0.258378 2.51439e+11
0.985213 0.0595944 -0.160637 2.51642e+11
0.986172 0.0553822 -0.156194 2.37427e+11
0.986172 -0.0553822 -0.156194 2.37427e+11
0.985213 -0.0595944 -0.160637 2.51642e+11
0.964281 -0.0583283 -0.258378 2.51439e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.962569 0.0630901 -0.263593 2.65207e+11
0.951488 0.174141 -0.253666 2.51116e+11
0.970306 0.17759 -0.164218 2.51806e+11
0.974399 0.165549 -0.152118 2.37275e+11
0.985213 0.0595944 -0.160637 2.51642e+11
0.964281 0.0583283 -0.258378 2.51439e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.945489 0.186646 -0.266861 2.65585e+11
0.925137 0.286877 -0.248644 2.50909e+11
0.941684 0.292034 -0.167174 2.51993e+11
0.950526 0.272772 -0.148647 2.3717e+11
0.970306 0.17759 -0.164218 2.51806e+11
0.951488 0.174141 -0.253666 2.51116e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.911264 0.309472 -0.271706 2.65902e+11
0.883706 0.397547 -0.247021 2.50741e+11
0.898828 0.404353 -0.169134 2.52125e+11
0.914071 0.378622 -0.14533 2.37118e+11
0.941684 0.292034 -0.167174 2.51993e+11
0.925137 0.286877 -0.248644 2.50909e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.86249 0.425199 -0.274438 2.66112e+11
0.829439 0.502201 -0.244592 2.50592e+11
0.842706 0.510222 -0.171816 2.52198e+11
0.866442 0.478281 -0.143268 2.37057e+11
0.898828 0.404353 -0.169134 2.52125e+11
0.883706 0.397547 -0.247021 2.50741e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.798311 0.53508 -0.276386 2.66206e+11
0.762759 0.59892 -0.243915 2.50445e+11
0.774659 0.608243 -0.173046 2.52197e+11
0.806805 0.573314 -0.142744 2.36997e+11
0.842706 0.510222 -0.171816 2.52198e+11
0.829439 0.502201 -0.244592 2.50592e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.722753 0.63338 -0.276511 2.66232e+11
0.686017 0.686017 -0.24241 2.50402e+11
0.696445 0.696445 -0.172998 2.52176e+11
0.73748 0.660192 -0.142371 2.36926e+11
0.774659 0.608243 -0.173046 2.52197e+11
0.762759 0.59892 -0.243915 2.50445e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.63338 0.722753 -0.276511 2.66232e+11
0.598196 0.763541 -0.243243 2.50423e+11
0.607457 0.775362 -0.172656 2.52161e+11
0.659605 0.738098 -0.141889 2.3691e+11
0.696445 0.696445 -0.172998 2.52176e+11
0.686017 0.686017 -0.24241 2.50402e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.534014 0.799209 -0.275851 2.66155e+11
0.50163 0.829797 -0.244548 2.50507e+11
0.509661 0.843083 -0.171628 2.52114e+11
0.57276 0.807229 -0.142572 2.36934e+11
0.607457 0.775362 -0.172656 2.52161e+11
0.598196 0.763541 -0.243243 2.50423e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.425349 0.862522 -0.274108 2.66017e+11
0.397726 0.88371 -0.24672 2.5065e+11
0.404445 0.89864 -0.169915 2.52039e+11
0.478682 0.866109 -0.143938 2.36981e+11
0.509661 0.843083 -0.171628 2.52114e+11
0.50163 0.829797 -0.244548 2.50507e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.309367 0.911365 -0.271488 2.65811e+11
0.288075 0.924465 -0.249753 2.50851e+11
0.293299 0.94123 -0.167513 2.51934e+11
0.378584 0.913982 -0.145986 2.37053e+11
0.404445 0.89864 -0.169915 2.52039e+11
0.397726 0.88371 -0.24672 2.5065e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.187954 0.944911 -0.267985 2.65541e+11
0.17436 0.951454 -0.253643 2.51113e+11
0.177802 0.970233 -0.164422 2.51801e+11
0.273757 0.950232 -0.148714 2.3715e+11
0.293299 0.94123 -0.167513 2.51934e+11
0.288075 0.924465 -0.249753 2.50851e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0630901 0.962569 -0.263593 2.65207e+11
0.0583283 0.964281 -0.258378 2.51439e+11
0.0595944 0.985213 -0.160637 2.51642e+11
0.165557 0.974398 -0.152117 2.37275e+11
0.177802 0.970233 -0.164422 2.51801e+11
0.17436 0.951454 -0.253643 2.51113e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0583283 0.964281 -0.258378 2.51439e+11
-0.0595944 0.985213 -0.160637 2.51642e+11
-0.0553822 0.986172 -0.156194 2.37427e+11
0.0553822 0.986172 -0.156194 2.37427e+11
0.0595944 0.985213 -0.160637 2.51642e+11
0.0583283 0.964281 -0.258378 2.51439e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0630901 0.962569 -0.263593 2.65207e+11
