nt_x   nt_y   nt_z   A_t
-0.757392 -0.202943 0.620622 2.97563e+11
-0.767736 -0.0756154 0.636289 3.12442e+11
-0.775356 -0.0678348 0.627871 2.99777e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.802107 -0.214924 0.557164 3.03218e+11
-0.782473 -0.324111 0.531684 2.86491e+11
-0.749984 -0.349723 0.561442 3.04276e+11
-0.714406 -0.333133 0.615342 2.95996e+11
-0.7331 -0.222383 0.642736 3.14629e+11
-0.757392 -0.202943 0.620622 2.97563e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.749984 -0.349723 0.561442 3.04276e+11
-0.723962 -0.443644 0.52826 2.85769e+11
-0.676442 -0.47365 0.563988 3.04915e+11
-0.647748 -0.453558 0.612133 2.95062e+11
-0.672485 -0.359451 0.646962 3.161e+11
-0.714406 -0.333133 0.615342 2.95996e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.676442 -0.47365 0.563988 3.04915e+11
-0.64646 -0.552129 0.526539 2.85409e+11
-0.583508 -0.583508 0.564834 3.05128e+11
-0.559737 -0.559737 0.611057 2.94752e+11
-0.588062 -0.48261 0.649053 3.16839e+11
-0.647748 -0.453558 0.612133 2.95062e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.583508 -0.583508 0.564834 3.05128e+11
-0.552129 -0.64646 0.526539 2.85409e+11
-0.473809 -0.676388 0.563919 3.04919e+11
-0.454052 -0.648172 0.611319 2.95093e+11
-0.483449 -0.587787 0.648678 3.16863e+11
-0.559737 -0.559737 0.611057 2.94752e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.473809 -0.676388 0.563919 3.04919e+11
-0.443705 -0.724061 0.528074 2.85773e+11
-0.351875 -0.749607 0.560601 3.0434e+11
-0.335056 -0.713538 0.615306 2.9612e+11
-0.360595 -0.672813 0.645983 3.16178e+11
-0.454052 -0.648172 0.611319 2.95093e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.351875 -0.749607 0.560601 3.0434e+11
-0.32629 -0.782114 0.530879 2.86616e+11
-0.213507 -0.802439 0.557231 3.03373e+11
-0.201565 -0.757872 0.620485 2.97675e+11
-0.221701 -0.732728 0.643396 3.14785e+11
-0.335056 -0.713538 0.615306 2.9612e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.213507 -0.802439 0.557231 3.03373e+11
-0.195452 -0.820813 0.536717 2.87668e+11
-0.0720066 -0.831472 0.55088 3.01799e+11
-0.0671132 -0.775539 0.627722 2.99804e+11
-0.0747554 -0.768063 0.635996 3.12515e+11
-0.201565 -0.757872 0.620485 2.97675e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0720066 -0.831472 0.55088 3.01799e+11
-0.0652838 -0.836938 0.54339 2.89066e+11
0.0658691 -0.836906 0.543369 2.89054e+11
0.0725373 -0.831482 0.550796 3.01765e+11
0.0676405 -0.775511 0.6277 2.99792e+11
-0.0671132 -0.775539 0.627722 2.99804e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0725373 -0.831482 0.550796 3.01765e+11
0.197014 -0.82062 0.53644 2.87589e+11
0.215211 -0.80207 0.557107 3.03225e+11
0.203324 -0.757706 0.620114 2.97592e+11
0.0751981 -0.768116 0.63588 3.12484e+11
0.0676405 -0.775511 0.6277 2.99792e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.215211 -0.80207 0.557107 3.03225e+11
0.324111 -0.782473 0.531684 2.86491e+11
0.349723 -0.749984 0.561442 3.04276e+11
0.333133 -0.714406 0.615342 2.95996e+11
0.223085 -0.733014 0.642592 3.14647e+11
0.203324 -0.757706 0.620114 2.97592e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.349723 -0.749984 0.561442 3.04276e+11
0.443644 -0.723962 0.52826 2.85769e+11
0.47365 -0.676442 0.563988 3.04915e+11
0.453558 -0.647748 0.612133 2.95062e+11
0.359451 -0.672485 0.646962 3.161e+11
0.333133 -0.714406 0.615342 2.95996e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.47365 -0.676442 0.563988 3.04915e+11
0.552129 -0.64646 0.526539 2.85409e+11
0.583508 -0.583508 0.564834 3.05128e+11
0.559737 -0.559737 0.611057 2.94752e+11
0.48261 -0.588062 0.649053 3.16839e+11
0.453558 -0.647748 0.612133 2.95062e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.583508 -0.583508 0.564834 3.05128e+11
0.64646 -0.552129 0.526539 2.85409e+11
0.676442 -0.47365 0.563988 3.04915e+11
0.647748 -0.453558 0.612133 2.95062e+11
0.588062 -0.48261 0.649053 3.16839e+11
0.559737 -0.559737 0.611057 2.94752e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.676442 -0.47365 0.563988 3.04915e+11
0.723962 -0.443644 0.52826 2.85769e+11
0.749984 -0.349723 0.561442 3.04276e+11
0.714406 -0.333133 0.615342 2.95996e+11
0.672485 -0.359451 0.646962 3.161e+11
0.647748 -0.453558 0.612133 2.95062e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.749984 -0.349723 0.561442 3.04276e+11
0.782473 -0.324111 0.531684 2.86491e+11
0.802107 -0.214924 0.557164 3.03218e+11
0.757392 -0.202943 0.620622 2.97563e+11
0.7331 -0.222383 0.642736 3.14629e+11
0.714406 -0.333133 0.615342 2.95996e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.802107 -0.214924 0.557164 3.03218e+11
0.819421 -0.19797 0.537919 2.87622e+11
0.830404 -0.072651 0.552404 3.0178e+11
0.775691 -0.0678642 0.627453 2.99786e+11
0.767724 -0.076001 0.636257 3.12451e+11
0.757392 -0.202943 0.620622 2.97563e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.885752 -0.0690396 0.458996 2.9037e+11
0.889308 -0.0635963 0.452865 2.77382e+11
0.889358 0.062715 0.452891 2.77399e+11
0.884727 0.0697893 0.460855 2.90359e+11
0.836459 0.0659905 0.544041 2.8908e+11
0.836505 -0.0651639 0.544071 2.89097e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.884727 0.0697893 0.460855 2.90359e+11
0.873525 0.190621 0.447903 2.76466e+11
0.860371 0.206666 0.465888 2.91293e+11
0.820225 0.197028 0.537039 2.87603e+11
0.831083 0.0725919 0.551391 3.01765e+11
0.836459 0.0659905 0.544041 2.8908e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.860371 0.206666 0.465888 2.91293e+11
0.840099 0.31351 0.442657 2.75712e+11
0.815296 0.33804 0.470129 2.92e+11
0.782225 0.324342 0.531908 2.86498e+11
0.801901 0.214991 0.557436 3.03229e+11
0.820225 0.197028 0.537039 2.87603e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.815296 0.33804 0.470129 2.92e+11
0.788302 0.43074 0.439366 2.75179e+11
0.752323 0.459725 0.471872 2.92503e+11
0.724334 0.442572 0.52865 2.85793e+11
0.750005 0.349733 0.561408 3.04275e+11
0.782225 0.324342 0.531908 2.86498e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.752323 0.459725 0.471872 2.92503e+11
0.720855 0.538645 0.436153 2.74911e+11
0.669029 0.572385 0.474104 2.92774e+11
0.645785 0.552533 0.526943 2.85456e+11
0.676152 0.472999 0.56488 3.04957e+11
0.724334 0.442572 0.52865 2.85793e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.669029 0.572385 0.474104 2.92774e+11
0.635679 0.636727 0.436452 2.74791e+11
0.574203 0.668633 0.472462 2.92797e+11
0.553814 0.64476 0.526853 2.85526e+11
0.584454 0.583113 0.564262 3.05185e+11
0.645785 0.552533 0.526943 2.85456e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.574203 0.668633 0.472462 2.92797e+11
0.539734 0.721522 0.433697 2.74931e+11
0.459451 0.753608 0.470085 2.92561e+11
0.441822 0.72484 0.528583 2.85882e+11
0.472844 0.675726 0.565521 3.05062e+11
0.553814 0.64476 0.526853 2.85526e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.459451 0.753608 0.470085 2.92561e+11
0.430834 0.789014 0.437995 2.75177e+11
0.337478 0.816194 0.468974 2.92006e+11
0.324584 0.785064 0.52756 2.86617e+11
0.352613 0.749605 0.56014 3.04429e+11
0.441822 0.72484 0.528583 2.85882e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.337478 0.816194 0.468974 2.92006e+11
0.313754 0.840143 0.442401 2.75689e+11
0.212135 0.859706 0.464656 2.91406e+11
0.202355 0.81897 0.536973 2.87892e+11
0.216388 0.804654 0.552908 3.03471e+11
0.324584 0.785064 0.52756 2.86617e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.212135 0.859706 0.464656 2.91406e+11
0.190956 0.877007 0.440902 2.7656e+11
0.0707023 0.888268 0.453852 2.9067e+11
0.0666158 0.836342 0.544145 2.89537e+11
0.0737175 0.830549 0.552046 3.02191e+11
0.202355 0.81897 0.536973 2.87892e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0707023 0.888268 0.453852 2.9067e+11
0.0633392 0.893021 0.445536 2.775e+11
-0.0620155 0.893095 0.445573 2.77525e+11
-0.0721915 0.886503 0.457057 2.90634e+11
-0.0682365 0.836251 0.544085 2.89505e+11
0.0666158 0.836342 0.544145 2.89537e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0721915 0.886503 0.457057 2.90634e+11
-0.191961 0.875172 0.444099 2.7656e+11
-0.209775 0.860599 0.464073 2.91394e+11
-0.199968 0.819752 0.536674 2.8783e+11
-0.0747241 0.830954 0.551301 3.02116e+11
-0.0682365 0.836251 0.544085 2.89505e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.209775 0.860599 0.464073 2.91394e+11
-0.313727 0.840695 0.441369 2.75712e+11
-0.338695 0.815482 0.469334 2.92015e+11
-0.325035 0.782505 0.531073 2.86561e+11
-0.217293 0.802044 0.556336 3.0338e+11
-0.199968 0.819752 0.536674 2.8783e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.338695 0.815482 0.469334 2.92015e+11
-0.430239 0.788811 0.438944 2.75182e+11
-0.460536 0.751167 0.472922 2.92487e+11
-0.443784 0.723831 0.528323 2.85776e+11
-0.350944 0.749616 0.561173 3.04318e+11
-0.325035 0.782505 0.531073 2.86561e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.460536 0.751167 0.472922 2.92487e+11
-0.539458 0.719636 0.43716 2.74867e+11
-0.571954 0.669672 0.473717 2.9271e+11
-0.552129 0.64646 0.526539 2.85409e+11
-0.473714 0.67642 0.56396 3.04916e+11
-0.443784 0.723831 0.528323 2.85776e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.571954 0.669672 0.473717 2.9271e+11
-0.636335 0.636335 0.436069 2.7475e+11
-0.669672 0.571954 0.473717 2.9271e+11
-0.64647 0.552137 0.526518 2.8541e+11
-0.5835 0.583525 0.564824 3.05129e+11
-0.552129 0.64646 0.526539 2.85409e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.669672 0.571954 0.473717 2.9271e+11
-0.72015 0.539097 0.436759 2.74852e+11
-0.751526 0.460536 0.472351 2.92466e+11
-0.723962 0.443644 0.52826 2.85769e+11
-0.676459 0.473639 0.563976 3.04915e+11
-0.64647 0.552137 0.526518 2.8541e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.751526 0.460536 0.472351 2.92466e+11
-0.788659 0.43064 0.438823 2.7516e+11
-0.81567 0.337861 0.469609 2.91981e+11
-0.782473 0.324111 0.531684 2.86491e+11
-0.749984 0.349723 0.561442 3.04276e+11
-0.723962 0.443644 0.52826 2.85769e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.81567 0.337861 0.469609 2.91981e+11
-0.840344 0.313432 0.442247 2.75675e+11
-0.860609 0.206614 0.465471 2.91259e+11
-0.820417 0.196965 0.536769 2.87582e+11
-0.802107 0.214924 0.557164 3.03218e+11
-0.782473 0.324111 0.531684 2.86491e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.860609 0.206614 0.465471 2.91259e+11
-0.874087 0.190146 0.447008 2.76403e+11
-0.885229 0.0696691 0.459908 2.90307e+11
-0.83685 0.0658615 0.543457 2.89052e+11
-0.831263 0.0727261 0.551101 3.01752e+11
-0.820417 0.196965 0.536769 2.87582e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.885229 0.0696691 0.459908 2.90307e+11
-0.889203 0.0635971 0.453071 2.77351e+11
-0.889203 -0.0635971 0.453071 2.77351e+11
-0.885229 -0.0696691 0.459908 2.90307e+11
-0.83685 -0.0658615 0.543457 2.89052e+11
-0.83685 0.0658615 0.543457 2.89052e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.885229 -0.0696691 0.459908 2.90307e+11
-0.874087 -0.190146 0.447008 2.76403e+11
-0.860609 -0.206614 0.465471 2.91259e+11
-0.820417 -0.196965 0.536769 2.87582e+11
-0.831263 -0.0727261 0.551101 3.01752e+11
-0.83685 -0.0658615 0.543457 2.89052e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.860609 -0.206614 0.465471 2.91259e+11
-0.840344 -0.313432 0.442247 2.75675e+11
-0.81567 -0.337861 0.469609 2.91981e+11
-0.782473 -0.324111 0.531684 2.86491e+11
-0.802107 -0.214924 0.557164 3.03218e+11
-0.820417 -0.196965 0.536769 2.87582e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.81567 -0.337861 0.469609 2.91981e+11
-0.788659 -0.43064 0.438823 2.7516e+11
-0.751526 -0.460536 0.472351 2.92466e+11
-0.723962 -0.443644 0.52826 2.85769e+11
-0.749984 -0.349723 0.561442 3.04276e+11
-0.782473 -0.324111 0.531684 2.86491e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.751526 -0.460536 0.472351 2.92466e+11
-0.72015 -0.539097 0.436759 2.74852e+11
-0.669672 -0.571954 0.473717 2.9271e+11
-0.64646 -0.552129 0.526539 2.85409e+11
-0.676442 -0.47365 0.563988 3.04915e+11
-0.723962 -0.443644 0.52826 2.85769e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.669672 -0.571954 0.473717 2.9271e+11
-0.636335 -0.636335 0.436069 2.7475e+11
-0.571954 -0.669672 0.473717 2.9271e+11
-0.552129 -0.64646 0.526539 2.85409e+11
-0.583508 -0.583508 0.564834 3.05128e+11
-0.64646 -0.552129 0.526539 2.85409e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.571954 -0.669672 0.473717 2.9271e+11
-0.539097 -0.72015 0.436759 2.74852e+11
-0.460536 -0.751526 0.472351 2.92466e+11
-0.443705 -0.724061 0.528074 2.85773e+11
-0.473809 -0.676388 0.563919 3.04919e+11
-0.552129 -0.64646 0.526539 2.85409e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.460536 -0.751526 0.472351 2.92466e+11
-0.43064 -0.788659 0.438823 2.7516e+11
-0.339976 -0.815157 0.468973 2.92032e+11
-0.32629 -0.782114 0.530879 2.86616e+11
-0.351875 -0.749607 0.560601 3.0434e+11
-0.443705 -0.724061 0.528074 2.85773e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.339976 -0.815157 0.468973 2.92032e+11
-0.31414 -0.841241 0.440033 2.75737e+11
-0.205311 -0.86188 0.463691 2.91352e+11
-0.195452 -0.820813 0.536717 2.87668e+11
-0.213507 -0.802439 0.557231 3.03373e+11
-0.32629 -0.782114 0.530879 2.86616e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.205311 -0.86188 0.463691 2.91352e+11
-0.190231 -0.874188 0.446775 2.76436e+11
-0.0690951 -0.885366 0.459732 2.90337e+11
-0.0652838 -0.836938 0.54339 2.89066e+11
-0.0720066 -0.831472 0.55088 3.01799e+11
-0.195452 -0.820813 0.536717 2.87668e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0690951 -0.885366 0.459732 2.90337e+11
-0.0631873 -0.889228 0.45308 2.77359e+11
0.0635971 -0.889205 0.453068 2.77351e+11
0.0696722 -0.885229 0.459907 2.90307e+11
0.0658691 -0.836906 0.543369 2.89054e+11
-0.0652838 -0.836938 0.54339 2.89066e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0696722 -0.885229 0.459907 2.90307e+11
0.190146 -0.874087 0.447008 2.76403e+11
0.206614 -0.860609 0.465471 2.91259e+11
0.197014 -0.82062 0.53644 2.87589e+11
0.0725373 -0.831482 0.550796 3.01765e+11
0.0658691 -0.836906 0.543369 2.89054e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.206614 -0.860609 0.465471 2.91259e+11
0.313432 -0.840344 0.442247 2.75675e+11
0.337861 -0.81567 0.469609 2.91981e+11
0.324111 -0.782473 0.531684 2.86491e+11
0.215211 -0.80207 0.557107 3.03225e+11
0.197014 -0.82062 0.53644 2.87589e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.337861 -0.81567 0.469609 2.91981e+11
0.43064 -0.788659 0.438823 2.7516e+11
0.460536 -0.751526 0.472351 2.92466e+11
0.443644 -0.723962 0.52826 2.85769e+11
0.349723 -0.749984 0.561442 3.04276e+11
0.324111 -0.782473 0.531684 2.86491e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.460536 -0.751526 0.472351 2.92466e+11
0.539097 -0.72015 0.436759 2.74852e+11
0.571954 -0.669672 0.473717 2.9271e+11
0.552129 -0.64646 0.526539 2.85409e+11
0.47365 -0.676442 0.563988 3.04915e+11
0.443644 -0.723962 0.52826 2.85769e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.571954 -0.669672 0.473717 2.9271e+11
0.636335 -0.636335 0.436069 2.7475e+11
0.669672 -0.571954 0.473717 2.9271e+11
0.64646 -0.552129 0.526539 2.85409e+11
0.583508 -0.583508 0.564834 3.05128e+11
0.552129 -0.64646 0.526539 2.85409e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.669672 -0.571954 0.473717 2.9271e+11
0.72015 -0.539097 0.436759 2.74852e+11
0.751526 -0.460536 0.472351 2.92466e+11
0.723962 -0.443644 0.52826 2.85769e+11
0.676442 -0.47365 0.563988 3.04915e+11
0.64646 -0.552129 0.526539 2.85409e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.751526 -0.460536 0.472351 2.92466e+11
0.788659 -0.43064 0.438823 2.7516e+11
0.81567 -0.337861 0.469609 2.91981e+11
0.782473 -0.324111 0.531684 2.86491e+11
0.749984 -0.349723 0.561442 3.04276e+11
0.723962 -0.443644 0.52826 2.85769e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.81567 -0.337861 0.469609 2.91981e+11
0.840344 -0.313432 0.442247 2.75675e+11
0.860441 -0.207818 0.465244 2.91287e+11
0.819421 -0.19797 0.537919 2.87622e+11
0.802107 -0.214924 0.557164 3.03218e+11
0.782473 -0.324111 0.531684 2.86491e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.860441 -0.207818 0.465244 2.91287e+11
0.874508 -0.190634 0.445977 2.76442e+11
0.885752 -0.0690396 0.458996 2.9037e+11
0.836505 -0.0651639 0.544071 2.89097e+11
0.830404 -0.072651 0.552404 3.0178e+11
0.819421 -0.19797 0.537919 2.87622e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.929129 -0.0664443 0.363738 2.78142e+11
0.931805 -0.0611178 0.357776 2.64809e+11
0.931813 0.060978 0.357779 2.64811e+11
0.929502 0.0655861 0.362938 2.78174e+11
0.889358 0.062715 0.452891 2.77399e+11
0.889308 -0.0635963 0.452865 2.77382e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.929502 0.0655861 0.362938 2.78174e+11
0.918222 0.182645 0.351438 2.64251e+11
0.908282 0.198182 0.368439 2.7876e+11
0.873525 0.190621 0.447903 2.76466e+11
0.884727 0.0697893 0.460855 2.90359e+11
0.889358 0.062715 0.452891 2.77399e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.908282 0.198182 0.368439 2.7876e+11
0.887848 0.301276 0.347792 2.63783e+11
0.869405 0.324441 0.372656 2.79209e+11
0.840099 0.31351 0.442657 2.75712e+11
0.860371 0.206666 0.465888 2.91293e+11
0.873525 0.190621 0.447903 2.76466e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.869405 0.324441 0.372656 2.79209e+11
0.841786 0.415418 0.344709 2.63437e+11
0.813379 0.444433 0.375359 2.79527e+11
0.788302 0.43074 0.439366 2.75179e+11
0.815296 0.33804 0.470129 2.92e+11
0.840099 0.31351 0.442657 2.75712e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.813379 0.444433 0.375359 2.79527e+11
0.781048 0.522159 0.342511 2.63195e+11
0.742163 0.554597 0.376319 2.79737e+11
0.720855 0.538645 0.436153 2.74911e+11
0.752323 0.459725 0.471872 2.92503e+11
0.788302 0.43074 0.439366 2.75179e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.742163 0.554597 0.376319 2.79737e+11
0.707527 0.619035 0.340882 2.63119e+11
0.654087 0.655136 0.37811 2.7983e+11
0.635679 0.636727 0.436452 2.74791e+11
0.669029 0.572385 0.474104 2.92774e+11
0.720855 0.538645 0.436153 2.74911e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.654087 0.655136 0.37811 2.7983e+11
0.61911 0.706901 0.342043 2.63112e+11
0.554697 0.74151 0.377457 2.79723e+11
0.539734 0.721522 0.433697 2.74931e+11
0.574203 0.668633 0.472462 2.92797e+11
0.635679 0.636727 0.436452 2.74791e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.554697 0.74151 0.377457 2.79723e+11
0.521388 0.781464 0.342737 2.63189e+11
0.444213 0.813515 0.375324 2.79498e+11
0.430834 0.789014 0.437995 2.75177e+11
0.459451 0.753608 0.470085 2.92561e+11
0.539734 0.721522 0.433697 2.74931e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.444213 0.813515 0.375324 2.79498e+11
0.415188 0.841917 0.344665 2.63401e+11
0.324667 0.869399 0.372473 2.79172e+11
0.313754 0.840143 0.442401 2.75689e+11
0.337478 0.816194 0.468974 2.92006e+11
0.430834 0.789014 0.437995 2.75177e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.324667 0.869399 0.372473 2.79172e+11
0.301928 0.887518 0.348067 2.63765e+11
0.197736 0.908177 0.368937 2.78737e+11
0.190956 0.877007 0.440902 2.7656e+11
0.212135 0.859706 0.464656 2.91406e+11
0.313754 0.840143 0.442401 2.75689e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.197736 0.908177 0.368937 2.78737e+11
0.183209 0.917493 0.353044 2.64259e+11
0.0659009 0.928836 0.364584 2.78157e+11
0.0633392 0.893021 0.445536 2.775e+11
0.0707023 0.888268 0.453852 2.9067e+11
0.190956 0.877007 0.440902 2.7656e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
0.0659009 0.928836 0.364584 2.78157e+11
0.0597628 0.931918 0.357712 2.64802e+11
-0.060598 0.93187 0.357694 2.64788e+11
-0.0646446 0.929846 0.362226 2.78186e+11
-0.0620155 0.893095 0.445573 2.77525e+11
0.0633392 0.893021 0.445536 2.775e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.0646446 0.929846 0.362226 2.78186e+11
-0.182433 0.918555 0.350678 2.64264e+11
-0.199081 0.907901 0.368894 2.78766e+11
-0.191961 0.875172 0.444099 2.7656e+11
-0.0721915 0.886503 0.457057 2.90634e+11
-0.0620155 0.893095 0.445573 2.77525e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.199081 0.907901 0.368894 2.78766e+11
-0.302032 0.887415 0.348241 2.63768e+11
-0.324481 0.869527 0.372336 2.79176e+11
-0.313727 0.840695 0.441369 2.75712e+11
-0.209775 0.860599 0.464073 2.91394e+11
-0.191961 0.875172 0.444099 2.7656e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.324481 0.869527 0.372336 2.79176e+11
-0.415221 0.841984 0.344463 2.63405e+11
-0.443942 0.813905 0.3748 2.79518e+11
-0.430239 0.788811 0.438944 2.75182e+11
-0.338695 0.815482 0.469334 2.92015e+11
-0.313727 0.840695 0.441369 2.75712e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.443942 0.813905 0.3748 2.79518e+11
-0.522116 0.781402 0.34177 2.6319e+11
-0.555613 0.741216 0.376687 2.79714e+11
-0.539458 0.719636 0.43716 2.74867e+11
-0.460536 0.751167 0.472922 2.92487e+11
-0.430239 0.788811 0.438944 2.75182e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.555613 0.741216 0.376687 2.79714e+11
-0.619737 0.706675 0.341374 2.63064e+11
-0.654783 0.654783 0.377516 2.79767e+11
-0.636335 0.636335 0.436069 2.7475e+11
-0.571954 0.669672 0.473717 2.9271e+11
-0.539458 0.719636 0.43716 2.74867e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.654783 0.654783 0.377516 2.79767e+11
-0.706675 0.619737 0.341374 2.63064e+11
-0.741482 0.555067 0.376969 2.797e+11
-0.72015 0.539097 0.436759 2.74852e+11
-0.669672 0.571954 0.473717 2.9271e+11
-0.636335 0.636335 0.436069 2.7475e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.741482 0.555067 0.376969 2.797e+11
-0.781189 0.521974 0.342472 2.63176e+11
-0.813515 0.444213 0.375324 2.79498e+11
-0.788659 0.43064 0.438823 2.7516e+11
-0.751526 0.460536 0.472351 2.92466e+11
-0.72015 0.539097 0.436759 2.74852e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.813515 0.444213 0.375324 2.79498e+11
-0.841917 0.415188 0.344665 2.63401e+11
-0.869491 0.324303 0.372576 2.79164e+11
-0.840344 0.313432 0.442247 2.75675e+11
-0.81567 0.337861 0.469609 2.91981e+11
-0.788659 0.43064 0.438823 2.7516e+11
-6.27744e+66 -6.27744e+66 -6.27744e+66 -6.27744e+66
-0.869491 0.324303 0.372576 2.79164e+11
-0.887762 0.301355 0.347943 2.63741e+11
-0.908301 0.197589 0.368712 2.78702e+11
-0.874087 0.190146 0.447008 2.76403e+11
-0.860609 0.206614 0.465471 2.91259e+11
-0.840344 0.313432 0.442247 2.75675e+11
